IDENTIFICACION,DESCRIPCION,Niv1,Niv2,,Niv3,,Niv4,Num,Con,Des1,,Des2,Des3,Des4,Descripción,DERECHOS CAUSADOS BRUTO,DERECHOS CASTIGADOS,DEVOLUCIONES CAUSADAS,,DERECHOS CAUSADOS NETO,RECAUDO EN EFECTIVO,,,DEVOLUCIONES PAGADAS EFECTIVO,"TOTAL RECAUDO EFECTIVO
NETO",RECAUDO EN TITULOS,,,,DEVOLUCIONES PAGADAS TITULOS,TOTAL RECAUDOS TITULOS,RECAUDO EN COMPENSACIONES,TOTAL RECAUDO NETO,PENDIENTE DE COBRO ,,,
,,3,1,,2,,8,,,,,,,,OTROS INGRESOS,"237.546.804,60","0,00","0,00",,"237.546.804,60","237.546.804,60",,,"0,00","237.546.804,60","0,00",,,,"0,00","0,00","0,00","237.546.804,60","0,00",,,
,,3,1,,2,,8,1,,,,,,,ORDINARIOS,"229.798,14","0,00","0,00",,"229.798,14","229.798,14",,,"0,00","229.798,14","0,00",,,,"0,00","0,00","0,00","229.798,14","0,00",,,
,,3,1,,2,,8,1,4,,,,,,INTERESES CORRIENTES,"229.798,14","0,00","0,00",,"229.798,14","229.798,14",,,"0,00","229.798,14","0,00",,,,"0,00","0,00","0,00","229.798,14","0,00",,,
,,3,1,,2,,8,2,,,,,,,EXTRAORDINARIOS,"237.317.006,46","0,00","0,00",,"237.317.006,46","237.317.006,46",,,"0,00","237.317.006,46","0,00",,,,"0,00","0,00","0,00","237.317.006,46","0,00",,,
,,3,1,,2,,8,2,1,,,,,,RECUPERACIONES,"232.623.110,59","0,00","0,00",,"232.623.110,59","232.623.110,59",,,"0,00","232.623.110,59","0,00",,,,"0,00","0,00","0,00","232.623.110,59","0,00",,,
,,3,1,,2,,8,2,7,,,,,,FOTOCOPIAS,"4.693.895,87","0,00","0,00",,"4.693.895,87","4.693.895,87",,,"0,00","4.693.895,87","0,00",,,,"0,00","0,00","0,00","4.693.895,87","0,00",,,
,,3,2,,,,,,,,,,,,B-RECURSOS DE CAPITAL,"14.004.490.463,76","0,00","0,00",,"14.004.490.463,76","14.001.025.590,02",,,"0,00","14.001.025.590,02","0,00",,,,"0,00","0,00","0,00","14.001.025.590,02","3.464.873,74",,,
,,3,2,,3,,0,,,,,,,,RENDIMIENTOS FINANCIEROS,"1.711.388,51","0,00","0,00",,"1.711.388,51","1.711.388,51",,,"0,00","1.711.388,51","0,00",,,,"0,00","0,00","0,00","1.711.388,51","0,00",,,
,,3,2,,3,,0,3,,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,"1.711.388,51","0,00","0,00",,"1.711.388,51","1.711.388,51",,,"0,00","1.711.388,51","0,00",,,,"0,00","0,00","0,00","1.711.388,51","0,00",,,
,,3,2,,5,,1,,,,,,,,VENTA DE ACTIVOS,"45.851.949,45","0,00","0,00",,"45.851.949,45","45.851.949,45",,,"0,00","45.851.949,45","0,00",,,,"0,00","0,00","0,00","45.851.949,45","0,00",,,
,,3,2,,5,,1,1,,,,,,,VENTA DE MUEBLES,"45.851.949,45","0,00","0,00",,"45.851.949,45","45.851.949,45",,,"0,00","45.851.949,45","0,00",,,,"0,00","0,00","0,00","45.851.949,45","0,00",,,
,,3,2,,5,,2,,,,,,,,EXCEDENTES FINANCIEROS,"6.148.000.000,00","0,00","0,00",,"6.148.000.000,00","6.148.000.000,00",,,"0,00","6.148.000.000,00","0,00",,,,"0,00","0,00","0,00","6.148.000.000,00","0,00",,,
,,3,2,,5,,2,1,,,,,,,EXCEDENTES FINANCIEROS,"6.148.000.000,00","0,00","0,00",,"6.148.000.000,00","6.148.000.000,00",,,"0,00","6.148.000.000,00","0,00",,,,"0,00","0,00","0,00","6.148.000.000,00","0,00",,,
,,3,2,,5,,5,,,,,,,,OTROS RECURSOS DEL BALANCE,"7.808.927.125,80","0,00","0,00",,"7.808.927.125,80","7.805.462.252,06",,,"0,00","7.805.462.252,06","0,00",,,,"0,00","0,00","0,00","7.805.462.252,06","3.464.873,74",,,
,,3,2,,5,,5,1,,,,,,,REINTEGROS VIGENCIA ANTERIOR,"7.808.927.125,80","0,00","0,00",,"7.808.927.125,80","7.805.462.252,06",,,"0,00","7.805.462.252,06","0,00",,,,"0,00","0,00","0,00","7.805.462.252,06","3.464.873,74",,,
,,3,2,,5,,5,1,1,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"7.808.927.125,80","0,00","0,00",,"7.808.927.125,80","7.805.462.252,06",,,"0,00","7.805.462.252,06","0,00",,,,"0,00","0,00","0,00","7.805.462.252,06","3.464.873,74",,,
11-04-00,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACION COLOMBIA,1,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,"37.763,00","0,00","37.763,00",,"0,00","37.763,00",,,"37.763,00","0,00","0,00",,,,"0,00","0,00","0,00","0,00","0,00",,,
,,1,2,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,"37.763,00","0,00","37.763,00",,"0,00","37.763,00",,,"37.763,00","0,00","0,00",,,,"0,00","0,00","0,00","0,00","0,00",,,
,,1,2,,1,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","37.763,00","0,00","37.763,00",,"0,00","37.763,00",,,"37.763,00","0,00","0,00",,,,"0,00","0,00","0,00","0,00","0,00",,,
,,1,2,,1,,0,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","37.763,00","0,00","37.763,00",,"0,00","37.763,00",,,"37.763,00","0,00","0,00",,,,"0,00","0,00","0,00","0,00","0,00",,,
,,1,2,,1,,0,2,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","37.763,00","0,00","37.763,00",,"0,00","37.763,00",,,"37.763,00","0,00","0,00",,,,"0,00","0,00","0,00","0,00","0,00",,,
,,1,2,,1,,0,2,2,,,,,,MULTAS,"37.763,00","0,00","37.763,00",,"0,00","37.763,00",,,"37.763,00","0,00","0,00",,,,"0,00","0,00","0,00","0,00","0,00",,,
,,1,2,,1,,0,2,2,5,,,,,OTRAS MULTAS,"37.763,00","0,00","37.763,00",,"0,00","37.763,00",,,"37.763,00","0,00","0,00",,,,"0,00","0,00","0,00","0,00","0,00",,,
,,2,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,"260.402.735,35","0,00","0,00",,"260.402.735,35","260.402.735,35",,,"0,00","260.402.735,35","0,00",,,,"0,00","0,00","0,00","260.402.735,35","0,00",,,
,,2,8,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"260.402.735,35","0,00","0,00",,"260.402.735,35","260.402.735,35",,,"0,00","260.402.735,35","0,00",,,,"0,00","0,00","0,00","260.402.735,35","0,00",,,
,,2,8,,0,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"260.402.735,35","0,00","0,00",,"260.402.735,35","260.402.735,35",,,"0,00","260.402.735,35","0,00",,,,"0,00","0,00","0,00","260.402.735,35","0,00",,,
,,2,8,,0,,0,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"260.402.735,35","0,00","0,00",,"260.402.735,35","260.402.735,35",,,"0,00","260.402.735,35","0,00",,,,"0,00","0,00","0,00","260.402.735,35","0,00",,,
,,2,8,,0,,0,1,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"260.402.735,35","0,00","0,00",,"260.402.735,35","260.402.735,35",,,"0,00","260.402.735,35","0,00",,,,"0,00","0,00","0,00","260.402.735,35","0,00",,,
,,2,8,,0,,0,1,2,,,,,,APROVECHAMIENTOS,"50.057.148,00","0,00","0,00",,"50.057.148,00","50.057.148,00",,,"0,00","50.057.148,00","0,00",,,,"0,00","0,00","0,00","50.057.148,00","0,00",,,
,,2,8,,0,,0,1,9,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"210.345.587,35","0,00","0,00",,"210.345.587,35","210.345.587,35",,,"0,00","210.345.587,35","0,00",,,,"0,00","0,00","0,00","210.345.587,35","0,00",,,
,,2,8,,0,,0,1,9,1,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"95.882.567,35","0,00","0,00",,"95.882.567,35","95.882.567,35",,,"0,00","95.882.567,35","0,00",,,,"0,00","0,00","0,00","95.882.567,35","0,00",,,
,,2,8,,0,,0,1,9,4,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"114.463.020,00","0,00","0,00",,"114.463.020,00","114.463.020,00",,,"0,00","114.463.020,00","0,00",,,,"0,00","0,00","0,00","114.463.020,00","0,00",,,
,,3,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,"38.876.662.153,56","0,00","9.207.134,00",,"38.867.455.019,56","38.797.228.237,56",,,"9.412.734,00","38.787.815.503,56","0,00",,,,"0,00","0,00","0,00","38.787.815.503,56","79.639.516,00",,,
,,3,1,,,,,,,,,,,, A-INGRESOS CORRIENTES,"32.639.942.823,42","0,00","9.207.134,00",,"32.630.735.689,42","32.560.508.907,42",,,"9.412.734,00","32.551.096.173,42","0,00",,,,"0,00","0,00","0,00","32.551.096.173,42","79.639.516,00",,,
,,3,1,,2,,,,,,,,,,NO TRIBUTARIOS,"32.639.942.823,42","0,00","9.207.134,00",,"32.630.735.689,42","32.560.508.907,42",,,"9.412.734,00","32.551.096.173,42","0,00",,,,"0,00","0,00","0,00","32.551.096.173,42","79.639.516,00",,,
,,3,1,,2,,7,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","32.618.732.661,36","0,00","9.207.134,00",,"32.609.525.527,36","32.539.298.745,36",,,"9.412.734,00","32.529.886.011,36","0,00",,,,"0,00","0,00","0,00","32.529.886.011,36","79.639.516,00",,,
,,3,1,,2,,7,1,,,,,,,TASAS,"28.284.720.434,60","0,00","2.702.514,00",,"28.282.017.920,60","28.205.286.518,60",,,"2.908.114,00","28.202.378.404,60","0,00",,,,"0,00","0,00","0,00","28.202.378.404,60","79.639.516,00",,,
,,3,1,,2,,7,1,6,,,,,,REGISTRO SALVOCONDUCTO,"719.338.409,00","0,00","0,00",,"719.338.409,00","719.338.409,00",,,"0,00","719.338.409,00","0,00",,,,"0,00","0,00","0,00","719.338.409,00","0,00",,,
,,3,1,,2,,7,1,13,,,,,,PERMISOS,"3.363.218.120,00","0,00","185.000,00",,"3.363.033.120,00","3.363.218.120,00",,,"341.600,00","3.362.876.520,00","0,00",,,,"0,00","0,00","0,00","3.362.876.520,00","156.600,00",,,
,,3,1,,2,,7,1,20,,,,,,CEDULAS DE EXTRANJERIA,"10.686.701.700,56","0,00","1.593.514,00",,"10.685.108.186,56","10.685.302.884,56",,,"1.593.514,00","10.683.709.370,56","0,00",,,,"0,00","0,00","0,00","10.683.709.370,56","1.398.816,00",,,
,,3,1,,2,,7,1,21,,,,,,MOVIMIENTOS MIGRATORIOS,"13.515.462.205,04","0,00","924.000,00",,"13.514.538.205,04","13.437.427.105,04",,,"973.000,00","13.436.454.105,04","0,00",,,,"0,00","0,00","0,00","13.436.454.105,04","78.084.100,00",,,
,,3,1,,2,,7,2,,,,,,,MULTAS,"4.334.012.226,76","0,00","6.504.620,00",,"4.327.507.606,76","4.334.012.226,76",,,"6.504.620,00","4.327.507.606,76","0,00",,,,"0,00","0,00","0,00","4.327.507.606,76","0,00",,,
,,3,1,,2,,7,2,1,,,,,,MULTAS,"4.334.012.226,76","0,00","6.504.620,00",,"4.327.507.606,76","4.334.012.226,76",,,"6.504.620,00","4.327.507.606,76","0,00",,,,"0,00","0,00","0,00","4.327.507.606,76","0,00",,,
,,3,1,,2,,8,,,,,,,,OTROS INGRESOS,"21.210.162,06","0,00","0,00",,"21.210.162,06","21.210.162,06",,,"0,00","21.210.162,06","0,00",,,,"0,00","0,00","0,00","21.210.162,06","0,00",,,
,,3,1,,2,,8,1,,,,,,,ORDINARIOS,"20.488.760,00","0,00","0,00",,"20.488.760,00","20.488.760,00",,,"0,00","20.488.760,00","0,00",,,,"0,00","0,00","0,00","20.488.760,00","0,00",,,
,,3,1,,2,,8,1,1,,,,,,COMISIONES,"20.488.760,00","0,00","0,00",,"20.488.760,00","20.488.760,00",,,"0,00","20.488.760,00","0,00",,,,"0,00","0,00","0,00","20.488.760,00","0,00",,,
,,3,1,,2,,8,2,,,,,,,EXTRAORDINARIOS,"721.402,06","0,00","0,00",,"721.402,06","721.402,06",,,"0,00","721.402,06","0,00",,,,"0,00","0,00","0,00","721.402,06","0,00",,,
,,3,1,,2,,8,2,2,,,,,,APROVECHAMIENTOS,"721.402,06","0,00","0,00",,"721.402,06","721.402,06",,,"0,00","721.402,06","0,00",,,,"0,00","0,00","0,00","721.402,06","0,00",,,
,,3,2,,,,,,,,,,,,B-RECURSOS DE CAPITAL,"6.236.719.330,14","0,00","0,00",,"6.236.719.330,14","6.236.719.330,14",,,"0,00","6.236.719.330,14","0,00",,,,"0,00","0,00","0,00","6.236.719.330,14","0,00",,,
,,3,2,,5,,2,,,,,,,,EXCEDENTES FINANCIEROS,"6.149.000.000,00","0,00","0,00",,"6.149.000.000,00","6.149.000.000,00",,,"0,00","6.149.000.000,00","0,00",,,,"0,00","0,00","0,00","6.149.000.000,00","0,00",,,
,,3,2,,5,,2,1,,,,,,,EXCEDENTES FINANCIEROS,"6.149.000.000,00","0,00","0,00",,"6.149.000.000,00","6.149.000.000,00",,,"0,00","6.149.000.000,00","0,00",,,,"0,00","0,00","0,00","6.149.000.000,00","0,00",,,
,,3,2,,5,,5,,,,,,,,OTROS RECURSOS DEL BALANCE,"87.719.330,14","0,00","0,00",,"87.719.330,14","87.719.330,14",,,"0,00","87.719.330,14","0,00",,,,"0,00","0,00","0,00","87.719.330,14","0,00",,,
,,3,2,,5,,5,1,,,,,,,REINTEGROS VIGENCIA ANTERIOR,"87.719.330,14","0,00","0,00",,"87.719.330,14","87.719.330,14",,,"0,00","87.719.330,14","0,00",,,,"0,00","0,00","0,00","87.719.330,14","0,00",,,
,,3,2,,5,,5,1,1,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"87.719.330,14","0,00","0,00",,"87.719.330,14","87.719.330,14",,,"0,00","87.719.330,14","0,00",,,,"0,00","0,00","0,00","87.719.330,14","0,00",,,
12-01-01,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTIÓN GENERAL,1,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,"9.319.846.425,56","0,00","0,00",,"9.319.846.425,56","9.319.846.425,56",,,"0,00","9.319.846.425,56","0,00",,,,"0,00","0,00","0,00","9.319.846.425,56","0,00",,,
,,1,2,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,"9.319.846.425,56","0,00","0,00",,"9.319.846.425,56","9.319.846.425,56",,,"0,00","9.319.846.425,56","0,00",,,,"0,00","0,00","0,00","9.319.846.425,56","0,00",,,
,,1,2,,1,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","9.319.846.425,56","0,00","0,00",,"9.319.846.425,56","9.319.846.425,56",,,"0,00","9.319.846.425,56","0,00",,,,"0,00","0,00","0,00","9.319.846.425,56","0,00",,,
,,1,2,,1,,0,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","9.319.846.425,56","0,00","0,00",,"9.319.846.425,56","9.319.846.425,56",,,"0,00","9.319.846.425,56","0,00",,,,"0,00","0,00","0,00","9.319.846.425,56","0,00",,,
,,1,2,,1,,0,2,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","9.319.846.425,56","0,00","0,00",,"9.319.846.425,56","9.319.846.425,56",,,"0,00","9.319.846.425,56","0,00",,,,"0,00","0,00","0,00","9.319.846.425,56","0,00",,,
,,1,2,,1,,0,2,1,,,,,,TASAS,"9.319.716.425,56","0,00","0,00",,"9.319.716.425,56","9.319.716.425,56",,,"0,00","9.319.716.425,56","0,00",,,,"0,00","0,00","0,00","9.319.716.425,56","0,00",,,
,,1,2,,1,,0,2,1,12,,,,,LICENCIAS SEMILLAS CANNABIS,"9.319.716.425,56","0,00","0,00",,"9.319.716.425,56","9.319.716.425,56",,,"0,00","9.319.716.425,56","0,00",,,,"0,00","0,00","0,00","9.319.716.425,56","0,00",,,
,,1,2,,1,,0,2,3,,,,,,SANCIONES,"130.000,00","0,00","0,00",,"130.000,00","130.000,00",,,"0,00","130.000,00","0,00",,,,"0,00","0,00","0,00","130.000,00","0,00",,,
,,1,2,,1,,0,2,3,4,,,,,SANCIONES DISCIPLINARIAS,"130.000,00","0,00","0,00",,"130.000,00","130.000,00",,,"0,00","130.000,00","0,00",,,,"0,00","0,00","0,00","130.000,00","0,00",,,
,,2,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,"11.635.439.325,92","0,00","0,00",,"11.635.439.325,92","11.635.439.325,92",,,"0,00","11.635.439.325,92","0,00",,,,"0,00","0,00","0,00","11.635.439.325,92","0,00",,,
,,2,4,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"21.756.685,53","0,00","0,00",,"21.756.685,53","21.756.685,53",,,"0,00","21.756.685,53","0,00",,,,"0,00","0,00","0,00","21.756.685,53","0,00",,,
,,2,4,,0,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"21.756.685,53","0,00","0,00",,"21.756.685,53","21.756.685,53",,,"0,00","21.756.685,53","0,00",,,,"0,00","0,00","0,00","21.756.685,53","0,00",,,
,,2,4,,0,,0,,,,,,,,RENDIMIENTOS FINANCIEROS,"21.756.685,53","0,00","0,00",,"21.756.685,53","21.756.685,53",,,"0,00","21.756.685,53","0,00",,,,"0,00","0,00","0,00","21.756.685,53","0,00",,,
,,2,4,,0,,0,1,,,,,,,RENDIMIENTOS FINANCIEROS,"21.756.685,53","0,00","0,00",,"21.756.685,53","21.756.685,53",,,"0,00","21.756.685,53","0,00",,,,"0,00","0,00","0,00","21.756.685,53","0,00",,,
,,2,4,,0,,0,1,7,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,"21.756.685,53","0,00","0,00",,"21.756.685,53","21.756.685,53",,,"0,00","21.756.685,53","0,00",,,,"0,00","0,00","0,00","21.756.685,53","0,00",,,
,,2,7,,,,,,,,,,,,OTROS RECURSOS DE CAPITAL,"11.000.000.000,00","0,00","0,00",,"11.000.000.000,00","11.000.000.000,00",,,"0,00","11.000.000.000,00","0,00",,,,"0,00","0,00","0,00","11.000.000.000,00","0,00",,,
,,2,7,,0,,,,,,,,,,OTROS RECURSOS DE CAPITAL,"11.000.000.000,00","0,00","0,00",,"11.000.000.000,00","11.000.000.000,00",,,"0,00","11.000.000.000,00","0,00",,,,"0,00","0,00","0,00","11.000.000.000,00","0,00",,,
,,2,7,,0,,0,,,,,,,,OTROS RECURSOS DE CAPITAL,"11.000.000.000,00","0,00","0,00",,"11.000.000.000,00","11.000.000.000,00",,,"0,00","11.000.000.000,00","0,00",,,,"0,00","0,00","0,00","11.000.000.000,00","0,00",,,
,,2,7,,0,,0,1,,,,,,,OTROS ,"11.000.000.000,00","0,00","0,00",,"11.000.000.000,00","11.000.000.000,00",,,"0,00","11.000.000.000,00","0,00",,,,"0,00","0,00","0,00","11.000.000.000,00","0,00",,,
,,2,7,,0,,0,1,2,,,,,,FRISCO,"11.000.000.000,00","0,00","0,00",,"11.000.000.000,00","11.000.000.000,00",,,"0,00","11.000.000.000,00","0,00",,,,"0,00","0,00","0,00","11.000.000.000,00","0,00",,,
,,2,8,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"610.596.089,39","0,00","0,00",,"610.596.089,39","610.596.089,39",,,"0,00","610.596.089,39","0,00",,,,"0,00","0,00","0,00","610.596.089,39","0,00",,,
,,2,8,,0,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"610.596.089,39","0,00","0,00",,"610.596.089,39","610.596.089,39",,,"0,00","610.596.089,39","0,00",,,,"0,00","0,00","0,00","610.596.089,39","0,00",,,
,,2,8,,0,,0,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"610.596.089,39","0,00","0,00",,"610.596.089,39","610.596.089,39",,,"0,00","610.596.089,39","0,00",,,,"0,00","0,00","0,00","610.596.089,39","0,00",,,
,,2,8,,0,,0,1,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"610.596.089,39","0,00","0,00",,"610.596.089,39","610.596.089,39",,,"0,00","610.596.089,39","0,00",,,,"0,00","0,00","0,00","610.596.089,39","0,00",,,
,,2,8,,0,,0,1,2,,,,,,APROVECHAMIENTOS,"138.992,00","0,00","0,00",,"138.992,00","138.992,00",,,"0,00","138.992,00","0,00",,,,"0,00","0,00","0,00","138.992,00","0,00",,,
,,2,8,,0,,0,1,3,,,,,,FOTOCOPIAS,"1.399.360,00","0,00","0,00",,"1.399.360,00","1.399.360,00",,,"0,00","1.399.360,00","0,00",,,,"0,00","0,00","0,00","1.399.360,00","0,00",,,
,,2,8,,0,,0,1,6,,,,,,REMATES,"1.497.105,00","0,00","0,00",,"1.497.105,00","1.497.105,00",,,"0,00","1.497.105,00","0,00",,,,"0,00","0,00","0,00","1.497.105,00","0,00",,,
,,2,8,,0,,0,1,9,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"607.560.632,39","0,00","0,00",,"607.560.632,39","607.560.632,39",,,"0,00","607.560.632,39","0,00",,,,"0,00","0,00","0,00","607.560.632,39","0,00",,,
,,2,8,,0,,0,1,9,1,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"232.665.474,61","0,00","0,00",,"232.665.474,61","232.665.474,61",,,"0,00","232.665.474,61","0,00",,,,"0,00","0,00","0,00","232.665.474,61","0,00",,,
,,2,8,,0,,0,1,9,3,,,,,REINTEGROS VIGENCIAS ANTERIORES-INVERSION,"341.094.728,78","0,00","0,00",,"341.094.728,78","341.094.728,78",,,"0,00","341.094.728,78","0,00",,,,"0,00","0,00","0,00","341.094.728,78","0,00",,,
,,2,8,,0,,0,1,9,4,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"25.591.366,00","0,00","0,00",,"25.591.366,00","25.591.366,00",,,"0,00","25.591.366,00","0,00",,,,"0,00","0,00","0,00","25.591.366,00","0,00",,,
,,2,8,,0,,0,1,9,5,,,,,REINTEGRO SENTENCIAS Y CONCILIACIONES VIGENCIAS ANTERIORES,"8.209.063,00","0,00","0,00",,"8.209.063,00","8.209.063,00",,,"0,00","8.209.063,00","0,00",,,,"0,00","0,00","0,00","8.209.063,00","0,00",,,
,,2,9,,,,,,,,,,,,RECUPERACION DE CARTERA,"3.086.551,00","0,00","0,00",,"3.086.551,00","3.086.551,00",,,"0,00","3.086.551,00","0,00",,,,"0,00","0,00","0,00","3.086.551,00","0,00",,,
,,2,9,,0,,,,,,,,,,RECUPERACION DE CARTERA,"3.086.551,00","0,00","0,00",,"3.086.551,00","3.086.551,00",,,"0,00","3.086.551,00","0,00",,,,"0,00","0,00","0,00","3.086.551,00","0,00",,,
,,2,9,,0,,0,,,,,,,,RECUPERACION DE CARTERA,"3.086.551,00","0,00","0,00",,"3.086.551,00","3.086.551,00",,,"0,00","3.086.551,00","0,00",,,,"0,00","0,00","0,00","3.086.551,00","0,00",,,
,,2,9,,0,,0,1,,,,,,,RECUPERACION DE CARTERA,"3.086.551,00","0,00","0,00",,"3.086.551,00","3.086.551,00",,,"0,00","3.086.551,00","0,00",,,,"0,00","0,00","0,00","3.086.551,00","0,00",,,
,,2,9,,0,,0,1,5,,,,,,RECUPERACIONES,"3.086.551,00","0,00","0,00",,"3.086.551,00","3.086.551,00",,,"0,00","3.086.551,00","0,00",,,,"0,00","0,00","0,00","3.086.551,00","0,00",,,
,,6,,,,,,,,,,,,,FONDOS ESPECIALES,"10.136.914.269,48","0,00","2.127.305,00",,"10.134.786.964,48","17.349.675.685,48",,,"2.127.305,00","17.347.548.380,48","0,00",,,,"0,00","0,00","0,00","17.347.548.380,48","-7.212.761.416,00",,,
,,6,0,,,,,,,,,,,,FONDOS ESPECIALES,"10.136.914.269,48","0,00","2.127.305,00",,"10.134.786.964,48","17.349.675.685,48",,,"2.127.305,00","17.347.548.380,48","0,00",,,,"0,00","0,00","0,00","17.347.548.380,48","-7.212.761.416,00",,,
,,6,0,,0,,,,,,,,,,FONDOS ESPECIALES,"10.136.914.269,48","0,00","2.127.305,00",,"10.134.786.964,48","17.349.675.685,48",,,"2.127.305,00","17.347.548.380,48","0,00",,,,"0,00","0,00","0,00","17.347.548.380,48","-7.212.761.416,00",,,
,,6,0,,0,,0,,,,,,,,FONDOS ESPECIALES,"10.136.914.269,48","0,00","2.127.305,00",,"10.134.786.964,48","17.349.675.685,48",,,"2.127.305,00","17.347.548.380,48","0,00",,,,"0,00","0,00","0,00","17.347.548.380,48","-7.212.761.416,00",,,
,,6,0,,0,,0,9,,,,,,,FINANCIACION SECTOR JUSTICIA,"3.309.178.043,14","0,00","0,00",,"3.309.178.043,14","10.521.939.459,14",,,"0,00","10.521.939.459,14","0,00",,,,"0,00","0,00","0,00","10.521.939.459,14","-7.212.761.416,00",,,
,,6,0,,0,,0,9,8,,,,,,RECAUDO LEY 55 DE 1985 SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,"3.309.178.043,14","0,00","0,00",,"3.309.178.043,14","10.521.939.459,14",,,"0,00","10.521.939.459,14","0,00",,,,"0,00","0,00","0,00","10.521.939.459,14","-7.212.761.416,00",,,
,,6,0,,0,,0,13,,,,,,,FONDO ESTUPEFACIENTES - MINSALUD,"10.334.185,64","0,00","0,00",,"10.334.185,64","10.334.185,64",,,"0,00","10.334.185,64","0,00",,,,"0,00","0,00","0,00","10.334.185,64","0,00",,,
,,6,0,,0,,0,13,7,,,,,,LICENCIAS,"10.334.185,64","0,00","0,00",,"10.334.185,64","10.334.185,64",,,"0,00","10.334.185,64","0,00",,,,"0,00","0,00","0,00","10.334.185,64","0,00",,,
,,6,0,,0,,0,67,,,,,,,"FONDO DE MODERNIZACION, DESCONGESTION Y BIENESTAR DE LA ADMINISTRACIÓN DE   JUSTICIA","5.005.737.214,90","0,00","0,00",,"5.005.737.214,90","5.005.737.214,90",,,"0,00","5.005.737.214,90","0,00",,,,"0,00","0,00","0,00","5.005.737.214,90","0,00",,,
,,6,0,,0,,0,67,5,,,,,,ARANCEL JUDICIAL LEY 1743 DE 2014,"5.005.737.214,90","0,00","0,00",,"5.005.737.214,90","5.005.737.214,90",,,"0,00","5.005.737.214,90","0,00",,,,"0,00","0,00","0,00","5.005.737.214,90","0,00",,,
,,6,0,,0,,0,71,,,,,,,FONDOS MINISTERIO JUSTICIA,"1.811.664.825,80","0,00","2.127.305,00",,"1.809.537.520,80","1.811.664.825,80",,,"2.127.305,00","1.809.537.520,80","0,00",,,,"0,00","0,00","0,00","1.809.537.520,80","0,00",,,
,,6,0,,0,,0,71,1,,,,,,CERTIFICADOS DE CARENCIA,"1.811.664.825,80","0,00","2.127.305,00",,"1.809.537.520,80","1.811.664.825,80",,,"2.127.305,00","1.809.537.520,80","0,00",,,,"0,00","0,00","0,00","1.809.537.520,80","0,00",,,
12-04-00,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,3,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,"312.507.802.227,30","0,00","2.419.652.111,00",,"310.088.150.116,30","315.129.151.342,40",,,"2.409.083.211,00","312.720.068.131,40","0,00",,,,"0,00","0,00","0,00","312.720.068.131,40","-2.631.918.015,10",,,
,,3,1,,,,,,,,,,,, A-INGRESOS CORRIENTES,"310.403.971.243,46","0,00","2.419.652.111,00",,"307.984.319.132,46","313.025.320.358,56",,,"2.409.083.211,00","310.616.237.147,56","0,00",,,,"0,00","0,00","0,00","310.616.237.147,56","-2.631.918.015,10",,,
