Niv1,Niv2,Niv3,Niv4,Num,Con,,Des1,,Des2,Des3,Des4,Des5,Des6,Des7,Des8,Des9,Des10,Des11,Des12,Des13,Des14,Descripción,AFORO INICIAL,,,MODIFICACIONES AFORO,AFORO VIGENTE,,,RECAUDO EN EFECTIVO MES,,RECAUDO EN EFECTIVO ACUMULADO,DEVOLUCIONES PAGADAS ACUMULADAS,,,,RECAUDO EN EFECTIVO ACUMULADO NETO,SALDO DE AFORO POR RECAUDAR
2,5,1,,,,,,,,,,,,,,,,,,,,BANCOS COMERCIALES E INVERSIONISTAS,"11.292.724.212.385,00",,,"0,00","11.292.724.212.385,00",,,"0,00",,"2.944.205.771.992,17","0,00",,,,"2.944.205.771.992,17","8.348.518.440.392,83"
2,5,1,0,,,,,,,,,,,,,,,,,,,BANCOS COMERCIALES E INVERSIONISTAS,"11.292.724.212.385,00",,,"0,00","11.292.724.212.385,00",,,"0,00",,"2.944.205.771.992,17","0,00",,,,"2.944.205.771.992,17","8.348.518.440.392,83"
2,5,1,0,1,,,,,,,,,,,,,,,,,,BANCOS COMERCIALES,"11.292.724.212.385,00",,,"0,00","11.292.724.212.385,00",,,"0,00",,"2.944.205.771.992,17","0,00",,,,"2.944.205.771.992,17","8.348.518.440.392,83"
2,5,1,0,1,3,,,,,,,,,,,,,,,,,BONOS,"0,00",,,"0,00","0,00",,,"0,00",,"2.944.205.771.992,17","0,00",,,,"2.944.205.771.992,17","-2.944.205.771.992,17"
2,5,2,,,,,,,,,,,,,,,,,,,,ENTIDADES DE FOMENTO,"0,00",,,"0,00","0,00",,,"0,00",,"1.339.087.225.568,00","0,00",,,,"1.339.087.225.568,00","-1.339.087.225.568,00"
2,5,2,0,,,,,,,,,,,,,,,,,,,ENTIDADES DE FOMENTO,"0,00",,,"0,00","0,00",,,"0,00",,"1.339.087.225.568,00","0,00",,,,"1.339.087.225.568,00","-1.339.087.225.568,00"
2,5,2,0,1,,,,,,,,,,,,,,,,,,BANCOS DE FOMENTO,"0,00",,,"0,00","0,00",,,"0,00",,"1.339.087.225.568,00","0,00",,,,"1.339.087.225.568,00","-1.339.087.225.568,00"
2,5,3,,,,,,,,,,,,,,,,,,,,GOBIERNOS,"0,00",,,"0,00","0,00",,,"0,00",,"1.417.046.160.000,00","0,00",,,,"1.417.046.160.000,00","-1.417.046.160.000,00"
2,5,3,0,,,,,,,,,,,,,,,,,,,GOBIERNOS,"0,00",,,"0,00","0,00",,,"0,00",,"1.417.046.160.000,00","0,00",,,,"1.417.046.160.000,00","-1.417.046.160.000,00"
2,5,3,0,2,,,,,,,,,,,,,,,,,,GOBIERNOS,"0,00",,,"0,00","0,00",,,"0,00",,"1.417.046.160.000,00","0,00",,,,"1.417.046.160.000,00","-1.417.046.160.000,00"
2,5,4,,,,,,,,,,,,,,,,,,,,ORGANISMOS MULTILATERALES,"0,00",,,"0,00","0,00",,,"2.987.676.919.439,53",,"6.701.826.982.908,51","0,00",,,,"6.701.826.982.908,51","-6.701.826.982.908,51"
2,5,4,0,,,,,,,,,,,,,,,,,,,ORGANISMOS MULTILATERALES,"0,00",,,"0,00","0,00",,,"2.987.676.919.439,53",,"6.701.826.982.908,51","0,00",,,,"6.701.826.982.908,51","-6.701.826.982.908,51"
2,5,4,0,1,,,,,,,,,,,,,,,,,,B.I.D.,"0,00",,,"0,00","0,00",,,"2.012.469.940.703,46",,"2.151.736.795.448,31","0,00",,,,"2.151.736.795.448,31","-2.151.736.795.448,31"
2,5,4,0,2,,,,,,,,,,,,,,,,,,B.I.R.F.,"0,00",,,"0,00","0,00",,,"6.331.478.736,07",,"3.566.108.023.748,60","0,00",,,,"3.566.108.023.748,60","-3.566.108.023.748,60"
2,5,4,0,3,,,,,,,,,,,,,,,,,,C.A.F,"0,00",,,"0,00","0,00",,,"968.875.500.000,00",,"983.982.163.711,60","0,00",,,,"983.982.163.711,60","-983.982.163.711,60"
2,5,8,,,,,,,,,,,,,,,,,,,,CREDITOS AUTORIZADOS,"427.275.787.615,00",,,"-16.035.843.645,00","411.239.943.970,00",,,"0,00",,"0,00","0,00",,,,"0,00","411.239.943.970,00"
2,5,8,0,,,,,,,,,,,,,,,,,,,CREDITOS AUTORIZADOS,"427.275.787.615,00",,,"-16.035.843.645,00","411.239.943.970,00",,,"0,00",,"0,00","0,00",,,,"0,00","411.239.943.970,00"
2,5,8,0,1,,,,,,,,,,,,,,,,,,CREDITOS AUTORIZADOS,"427.275.787.615,00",,,"-16.035.843.645,00","411.239.943.970,00",,,"0,00",,"0,00","0,00",,,,"0,00","411.239.943.970,00"
2,5,9,,,,,,,,,,,,,,,,,,,,OTRAS INSTITUCIONES FINANCIERAS,"0,00",,,"0,00","0,00",,,"0,00",,"10.108.520.554,12","0,00",,,,"10.108.520.554,12","-10.108.520.554,12"
2,5,9,0,,,,,,,,,,,,,,,,,,,OTRAS INSTITUCIONES FINANCIERAS,"0,00",,,"0,00","0,00",,,"0,00",,"10.108.520.554,12","0,00",,,,"10.108.520.554,12","-10.108.520.554,12"
2,5,9,0,1,,,,,,,,,,,,,,,,,,FONDO INTERNACIONAL PARA EL DESARROLLO AGRICOLA FIDA,"0,00",,,"0,00","0,00",,,"0,00",,"10.108.520.554,12","0,00",,,,"10.108.520.554,12","-10.108.520.554,12"
2,6,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CREDITO INTERNO,"39.000.000.000.000,00",,,"4.100.000.000.000,00","43.100.000.000.000,00",,,"236.419.281.818,86",,"38.975.037.564.754,07","70.241.717,08",,,,"38.974.967.323.036,99","4.125.032.676.963,01"
2,6,2,,,,,,,,,,,,,,,,,,,,ENTIDADES FINANCIERAS Y OTROS,"39.000.000.000.000,00",,,"4.100.000.000.000,00","43.100.000.000.000,00",,,"236.419.281.818,86",,"38.975.037.564.754,07","70.241.717,08",,,,"38.974.967.323.036,99","4.125.032.676.963,01"
2,6,2,0,,,,,,,,,,,,,,,,,,,ENTIDADES FINANCIERAS Y OTROS,"39.000.000.000.000,00",,,"4.100.000.000.000,00","43.100.000.000.000,00",,,"236.419.281.818,86",,"38.975.037.564.754,07","70.241.717,08",,,,"38.974.967.323.036,99","4.125.032.676.963,01"
2,6,2,0,1,,,,,,,,,,,,,,,,,,OPERACIONES  FINANCIERAS ORDINARIAS ,"39.000.000.000.000,00",,,"4.100.000.000.000,00","43.100.000.000.000,00",,,"236.419.281.818,86",,"38.975.037.564.754,07","70.241.717,08",,,,"38.974.967.323.036,99","4.125.032.676.963,01"
2,6,2,0,1,1,,,,,,,,,,,,,,,,,COLOCACION Y TITULOS TES,"0,00",,,"0,00","0,00",,,"235.227.847.793,31",,"38.870.655.444.603,19","0,00",,,,"38.870.655.444.603,19","-38.870.655.444.603,19"
2,6,2,0,1,2,,,,,,,,,,,,,,,,,BONOS Y OTROS TITULOS EMITIDOS,"0,00",,,"0,00","0,00",,,"1.191.434.025,55",,"104.382.120.150,88","70.241.717,08",,,,"104.311.878.433,80","-104.311.878.433,80"
2,7,,,,,,,,,,,,,,,,,,,,,OTROS RECURSOS DE CAPITAL,"11.844.315.219.052,00",,,"-4.023.180.449.236,00","7.821.134.769.816,00",,,"237.855.003.319,79",,"358.536.932.031,91","1.320.628.717,16",,,,"357.216.303.314,75","7.463.918.466.501,25"
2,7,0,,,,,,,,,,,,,,,,,,,,OTROS RECURSOS DE CAPITAL,"11.844.315.219.052,00",,,"-4.023.180.449.236,00","7.821.134.769.816,00",,,"237.855.003.319,79",,"358.536.932.031,91","1.320.628.717,16",,,,"357.216.303.314,75","7.463.918.466.501,25"
2,7,0,0,,,,,,,,,,,,,,,,,,,OTROS RECURSOS DE CAPITAL,"11.844.315.219.052,00",,,"-4.023.180.449.236,00","7.821.134.769.816,00",,,"237.855.003.319,79",,"358.536.932.031,91","1.320.628.717,16",,,,"357.216.303.314,75","7.463.918.466.501,25"
2,7,0,0,1,,,,,,,,,,,,,,,,,,OTROS ,"11.806.946.771.076,00",,,"-4.078.936.318.416,00","7.728.010.452.660,00",,,"203.604.909.766,00",,"293.836.320.376,56","900.400.327,42",,,,"292.935.920.049,14","7.435.074.532.610,86"
2,7,0,0,1,1,,,,,,,,,,,,,,,,,CONVENIOS INSTITUCIONALES,"0,00",,,"0,00","0,00",,,"293.502.277,00",,"18.651.411.469,56","4.430.137,00",,,,"18.646.981.332,56","-18.646.981.332,56"
2,7,0,0,1,2,,,,,,,,,,,,,,,,,FRISCO,"0,00",,,"0,00","0,00",,,"2.305.000.000,00",,"25.751.000.000,00","895.970.190,42",,,,"24.855.029.809,58","-24.855.029.809,58"
2,7,0,0,1,4,,,,,,,,,,,,,,,,,INGRESOS PROVENIENTES DE OPERACIONES DE ASUNCION DE DEUDA ,"0,00",,,"0,00","0,00",,,"1.006.407.489,00",,"21.212.023.907,00","0,00",,,,"21.212.023.907,00","-21.212.023.907,00"
2,7,0,0,1,5,,,,,,,,,,,,,,,,,APORTES OTRAS ENTIDADES,"0,00",,,"0,00","0,00",,,"200.000.000.000,00",,"228.221.885.000,00","0,00",,,,"228.221.885.000,00","-228.221.885.000,00"
2,7,0,0,2,,,,,,,,,,,,,,,,,,DONACIONES EXTERNAS,"37.368.447.976,00",,,"55.755.869.180,00","93.124.317.156,00",,,"34.250.093.553,79",,"64.700.611.655,35","420.228.389,74",,,,"64.280.383.265,61","28.843.933.890,39"
2,7,0,0,2,1,,,,,,,,,,,,,,,,,DONACIONES EXTERNAS,"0,00",,,"0,00","0,00",,,"34.250.093.553,79",,"64.700.611.655,35","420.228.389,74",,,,"64.280.383.265,61","-64.280.383.265,61"
2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"567.546.743.503,00",,,"0,00","567.546.743.503,00",,,"66.769.244.627,64",,"624.036.458.925,69","1.241.814.695,35",,,,"622.794.644.230,34","-55.247.900.727,34"
2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"567.546.743.503,00",,,"0,00","567.546.743.503,00",,,"66.769.244.627,64",,"624.036.458.925,69","1.241.814.695,35",,,,"622.794.644.230,34","-55.247.900.727,34"
2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"567.546.743.503,00",,,"0,00","567.546.743.503,00",,,"66.769.244.627,64",,"624.036.458.925,69","1.241.814.695,35",,,,"622.794.644.230,34","-55.247.900.727,34"
2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"567.546.743.503,00",,,"0,00","567.546.743.503,00",,,"66.769.244.627,64",,"624.036.458.925,69","1.241.814.695,35",,,,"622.794.644.230,34","-55.247.900.727,34"
2,8,0,0,1,10,,,,,,,,,,,,,,,,,CUOTAS PARTES PENSIONALES,"0,00",,,"0,00","0,00",,,"4.383.367.431,62",,"8.518.666.497,80","0,00",,,,"8.518.666.497,80","-8.518.666.497,80"
2,8,0,0,1,11,,,,,,,,,,,,,,,,,OPERACIONES CON DERIVADOS,"0,00",,,"0,00","0,00",,,"0,00",,"1.971.743.425,80","0,00",,,,"1.971.743.425,80","-1.971.743.425,80"
2,8,0,0,1,13,,,,,,,,,,,,,,,,,PRESCRIPCION DE ACREEDORES VARIOS,"0,00",,,"0,00","0,00",,,"0,00",,"32.783.410.000,00","0,00",,,,"32.783.410.000,00","-32.783.410.000,00"
2,8,0,0,1,14,,,,,,,,,,,,,,,,,APORTES PENSIONALES,"0,00",,,"0,00","0,00",,,"6.155.686.847,74",,"41.297.365.885,18","58.106.095,66",,,,"41.239.259.789,52","-41.239.259.789,52"
2,8,0,0,1,15,,,,,,,,,,,,,,,,,INTERESES CORRIENTES ,"0,00",,,"0,00","0,00",,,"0,00",,"20.381.086,64","0,00",,,,"20.381.086,64","-20.381.086,64"
2,8,0,0,1,2,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,"0,00",,,"0,00","0,00",,,"1.150.175.571,64",,"11.681.596.530,72","301.974.253,84",,,,"11.379.622.276,88","-11.379.622.276,88"
2,8,0,0,1,3,,,,,,,,,,,,,,,,,FOTOCOPIAS,"0,00",,,"0,00","0,00",,,"16.220.889,80",,"107.534.935,79","0,00",,,,"107.534.935,79","-107.534.935,79"
2,8,0,0,1,4,,,,,,,,,,,,,,,,,INDEMNIZACIONES,"0,00",,,"0,00","0,00",,,"4.013.319.986,99",,"31.060.583.442,73","195.821.519,00",,,,"30.864.761.923,73","-30.864.761.923,73"
2,8,0,0,1,5,,,,,,,,,,,,,,,,,INTERES DE MORA,"0,00",,,"0,00","0,00",,,"1.544.352.547,75",,"3.368.722.359,36","1.505.923,92",,,,"3.367.216.435,44","-3.367.216.435,44"
2,8,0,0,1,6,,,,,,,,,,,,,,,,,REMATES,"0,00",,,"0,00","0,00",,,"0,00",,"78.911.790,00","0,00",,,,"78.911.790,00","-78.911.790,00"
2,8,0,0,1,7,,,,,,,,,,,,,,,,,"REPOSICION ARMAMENTO,ELEMENTOS DE COMUNICACIONES Y VEHICULOS","0,00",,,"0,00","0,00",,,"0,00",,"0,00","0,00",,,,"0,00","0,00"
2,8,0,0,1,8,,,,,,,,,,,,,,,,,VENTA MATERIAL RECICLAJE E INSERVIBLE,"0,00",,,"0,00","0,00",,,"919.700,00",,"12.308.366,99","0,00",,,,"12.308.366,99","-12.308.366,99"
2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"0,00",,,"0,00","0,00",,,"49.505.201.652,10",,"493.135.234.604,68","684.406.902,93",,,,"492.450.827.701,75","-492.450.827.701,75"
2,8,0,0,1,9,,1,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"0,00",,,"0,00","0,00",,,"21.493.662.968,24",,"146.457.535.188,27","100.688.826,75",,,,"146.356.846.361,52","-146.356.846.361,52"
2,8,0,0,1,9,,2,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-SERVICIO DE LA DEUDA,"0,00",,,"0,00","0,00",,,"380.640,00",,"21.300.004.525,52","0,00",,,,"21.300.004.525,52","-21.300.004.525,52"
2,8,0,0,1,9,,3,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-INVERSION,"0,00",,,"0,00","0,00",,,"23.201.264.454,58",,"302.976.580.155,17","538.752.411,18",,,,"302.437.827.743,99","-302.437.827.743,99"
2,8,0,0,1,9,,4,,,,,,,,,,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"0,00",,,"0,00","0,00",,,"4.809.081.849,28",,"21.044.549.316,06","44.965.665,00",,,,"20.999.583.651,06","-20.999.583.651,06"
2,8,0,0,1,9,,5,,,,,,,,,,,,,,,REINTEGRO SENTENCIAS Y CONCILIACIONES VIGENCIAS ANTERIORES,"0,00",,,"0,00","0,00",,,"811.740,00",,"1.356.565.419,66","0,00",,,,"1.356.565.419,66","-1.356.565.419,66"
2,9,,,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,"201.117.820.542,00",,,"0,00","201.117.820.542,00",,,"247.661.501.150,83",,"577.562.041.236,42","8.627.475.901,12",,,,"568.934.565.335,30","-367.816.744.793,30"
2,9,0,,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,"201.117.820.542,00",,,"0,00","201.117.820.542,00",,,"247.661.501.150,83",,"577.562.041.236,42","8.627.475.901,12",,,,"568.934.565.335,30","-367.816.744.793,30"
2,9,0,0,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,"201.117.820.542,00",,,"0,00","201.117.820.542,00",,,"247.661.501.150,83",,"577.562.041.236,42","8.627.475.901,12",,,,"568.934.565.335,30","-367.816.744.793,30"
2,9,0,0,1,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,"201.117.820.542,00",,,"0,00","201.117.820.542,00",,,"247.661.501.150,83",,"577.562.041.236,42","8.627.475.901,12",,,,"568.934.565.335,30","-367.816.744.793,30"
2,9,0,0,1,1,,,,,,,,,,,,,,,,,CREDITOS PRESUPUESTALES ENTIDADES ORDEN NACIONAL,"0,00",,,"0,00","0,00",,,"0,00",,"9.473.505.102,58","0,00",,,,"9.473.505.102,58","-9.473.505.102,58"
2,9,0,0,1,2,,,,,,,,,,,,,,,,,CREDITOS PRESUPUESTALES ENTIDADES ORDEN DEPARTAMENTAL,"0,00",,,"0,00","0,00",,,"3.295.005.527,08",,"3.295.005.527,08","0,00",,,,"3.295.005.527,08","-3.295.005.527,08"
2,9,0,0,1,4,,,,,,,,,,,,,,,,,ACUERDOS DE PAGO ,"0,00",,,"0,00","0,00",,,"190.094.750.142,00",,"392.741.561.655,04","0,00",,,,"392.741.561.655,04","-392.741.561.655,04"
2,9,0,0,1,5,,,,,,,,,,,,,,,,,RECUPERACIONES,"0,00",,,"0,00","0,00",,,"50.350.363.583,37",,"151.542.679.267,19","8.623.999.642,75",,,,"142.918.679.624,44","-142.918.679.624,44"
2,9,0,0,1,8,,,,,,,,,,,,,,,,,RECUPERACION CUOTAS PARTES PENSIONALES,"0,00",,,"0,00","0,00",,,"951.653.663,67",,"7.042.676.205,65","0,00",,,,"7.042.676.205,65","-7.042.676.205,65"
2,9,0,0,1,9,,,,,,,,,,,,,,,,,RECUPERACION DE MESADAS PENSIONALES,"0,00",,,"0,00","0,00",,,"2.969.728.234,71",,"13.466.613.478,88","3.476.258,37",,,,"13.463.137.220,51","-13.463.137.220,51"
3,,,,,,,,,,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,"14.007.514.748.714,00",,,"-263.022.897.444,38","13.744.491.851.269,62",,,"1.703.664.637.847,98",,"15.546.703.631.287,60","24.774.699.029,25",,,,"15.521.928.932.258,35","-1.777.437.080.988,73"
3,1,,,,,,,,,,,,,,,,,,,,, A-INGRESOS CORRIENTES,"7.652.526.577.547,00",,,"90.111.213.236,62","7.742.637.790.783,62",,,"1.094.524.375.515,39",,"9.433.402.677.416,74","19.892.187.129,86",,,,"9.413.510.490.286,88","-1.670.872.699.503,26"
3,1,2,,,,,,,,,,,,,,,,,,,,NO TRIBUTARIOS,"7.554.093.577.547,00",,,"90.111.213.236,62","7.644.204.790.783,62",,,"1.079.122.985.648,39",,"9.340.408.259.613,74","19.892.145.952,86",,,,"9.320.516.113.660,88","-1.676.311.322.877,26"
3,1,2,1,,,,,,,,,,,,,,,,,,,VENTA DE BIENES Y SERVICIOS,"1.810.628.053.919,00",,,"-62.805.137.205,00","1.747.822.916.714,00",,,"167.929.129.800,18",,"1.594.095.482.192,12","2.146.733.795,77",,,,"1.591.948.748.396,35","155.874.168.317,65"
3,1,2,1,1,,,,,,,,,,,,,,,,,,VENTA DE BIENES,"0,00",,,"0,00","0,00",,,"30.316.455.705,18",,"240.637.310.406,19","0,00",,,,"240.637.310.406,19","-240.637.310.406,19"
3,1,2,1,1,1,,,,,,,,,,,,,,,,,"PRODUCTOS AGROPECUARIOS,DE SILVICULTURA Y PESCA","0,00",,,"0,00","0,00",,,"0,00",,"3.803.000,00","0,00",,,,"3.803.000,00","-3.803.000,00"
3,1,2,1,1,1,,5,,,,,,,,,,,,,,,PRODUCTOS AVICOLAS,"0,00",,,"0,00","0,00",,,"0,00",,"3.803.000,00","0,00",,,,"3.803.000,00","-3.803.000,00"
3,1,2,1,1,3,,,,,,,,,,,,,,,,,"PRODUCTOS ALIMENTICIOS,BEBIDAS Y ALCOHOLES","0,00",,,"0,00","0,00",,,"29.309.118.197,39",,"204.010.448.466,60","0,00",,,,"204.010.448.466,60","-204.010.448.466,60"
3,1,2,1,1,3,,2,,,,,,,,,,,,,,,PRODUCTOS ALIMENTICIOS,"0,00",,,"0,00","0,00",,,"29.309.118.197,39",,"204.010.448.466,60","0,00",,,,"204.010.448.466,60","-204.010.448.466,60"
3,1,2,1,1,4,,,,,,,,,,,,,,,,,PRODUCTOS MANUFACTURADOS,"0,00",,,"0,00","0,00",,,"1.007.337.507,79",,"36.623.058.939,59","0,00",,,,"36.623.058.939,59","-36.623.058.939,59"
3,1,2,1,1,4,,1,,,,,,,,,,,,,,,IMPRESOS Y PUBLICACIONES,"0,00",,,"0,00","0,00",,,"49.663.146,10",,"1.697.104.312,36","0,00",,,,"1.697.104.312,36","-1.697.104.312,36"
3,1,2,1,1,4,,2,,,,,,,,,,,,,,,PRODUCTOS QUIMICOS,"0,00",,,"0,00","0,00",,,"365.826.900,00",,"959.987.800,00","0,00",,,,"959.987.800,00","-959.987.800,00"
3,1,2,1,1,4,,3,,,,,,,,,,,,,,,MEDICAMENTOS,"0,00",,,"0,00","0,00",,,"304.035.000,00",,"1.556.690.000,00","0,00",,,,"1.556.690.000,00","-1.556.690.000,00"
3,1,2,1,1,4,,5,,,,,,,,,,,,,,,PRODUCTOS ARTESANALES,"0,00",,,"0,00","0,00",,,"24.000.291,69",,"94.371.465,69","0,00",,,,"94.371.465,69","-94.371.465,69"
3,1,2,1,1,4,,8,,,,,,,,,,,,,,,PRENDAS DE VESTIR Y CALZADO,"76.407.000.000,00",,,"-6.791.922.539,00","69.615.077.461,00",,,"263.812.170,00",,"32.314.905.361,54","0,00",,,,"32.314.905.361,54","37.300.172.099,46"
3,1,2,1,2,,,,,,,,,,,,,,,,,,VENTA DE SERVICIOS,"0,00",,,"0,00","0,00",,,"137.612.674.095,00",,"1.353.458.171.785,93","2.146.733.795,77",,,,"1.351.311.437.990,16","-1.351.311.437.990,16"
3,1,2,1,2,1,,,,,,,,,,,,,,,,,SERVICIOS EDUCATIVOS,"0,00",,,"0,00","0,00",,,"1.301.519.535,48",,"43.538.831.653,35","1.371.403.331,12",,,,"42.167.428.322,23","-42.167.428.322,23"
3,1,2,1,2,1,,1,,,,,,,,,,,,,,,EDUCACION FORMAL SUPERIOR FORMACION TECNICA PROFESIONAL,"2.750.000.000,00",,,"141.000.000,00","2.891.000.000,00",,,"159.727.630,00",,"6.096.557.881,66","26.689.035,12",,,,"6.069.868.846,54","-3.178.868.846,54"
3,1,2,1,2,1,,10,,,,,,,,,,,,,,,EDUCACION FORMAL MEDIA TECNICA,"0,00",,,"0,00","0,00",,,"44.354.231,28",,"1.181.806.031,54","908.000,00",,,,"1.180.898.031,54","-1.180.898.031,54"
3,1,2,1,2,1,,11,,,,,,,,,,,,,,,EDUCACION FORMAL SUPERIOR FORMACION TECNOLOGICA,"1.300.869.202,00",,,"100.100.000,00","1.400.969.202,00",,,"41.666.669,00",,"2.556.951.469,25","6.210.055,00",,,,"2.550.741.414,25","-1.149.772.212,25"
3,1,2,1,2,1,,2,,,,,,,,,,,,,,,EDUCACION FORMAL SUPERIOR FORMACION PROFESIONAL,"1.258.000.000,00",,,"0,00","1.258.000.000,00",,,"105.053.090,00",,"24.664.358.958,79","1.303.213.636,00",,,,"23.361.145.322,79","-22.103.145.322,79"
3,1,2,1,2,1,,3,,,,,,,,,,,,,,,EDUCACION FORMAL SUPERIOR POSGRADOS,"0,00",,,"0,00","0,00",,,"2.719.508,00",,"1.136.896.879,25","17.400.000,00",,,,"1.119.496.879,25","-1.119.496.879,25"
3,1,2,1,2,1,,6,,,,,,,,,,,,,,,EDUCACION NO FORMAL FORMACION EXTENSIVA,"1.198.360.000,00",,,"0,00","1.198.360.000,00",,,"133.432.731,00",,"1.354.849.676,50","1.455.249,00",,,,"1.353.394.427,50","-155.034.427,50"
3,1,2,1,2,1,,7,,,,,,,,,,,,,,,EDUCACION INFORMAL CONTINUADA,"0,00",,,"0,00","0,00",,,"0,00",,"2.068.268.880,00","1.270.000,00",,,,"2.066.998.880,00","-2.066.998.880,00"
3,1,2,1,2,1,,9,,,,,,,,,,,,,,,SERVICIOS CONEXOS A LA EDUCACION,"828.984.797,00",,,"0,00","828.984.797,00",,,"814.565.676,20",,"4.479.141.876,36","14.257.356,00",,,,"4.464.884.520,36","-3.635.899.723,36"
3,1,2,1,2,3,,,,,,,,,,,,,,,,,SERVICIOS DE SALUD,"0,00",,,"0,00","0,00",,,"19.917.708.983,00",,"205.108.222.878,42","33.457.286,00",,,,"205.074.765.592,42","-205.074.765.592,42"
3,1,2,1,2,3,,1,,,,,,,,,,,,,,,URGENCIAS,"0,00",,,"0,00","0,00",,,"0,00",,"1.020.572.881,59","0,00",,,,"1.020.572.881,59","-1.020.572.881,59"
3,1,2,1,2,3,,2,,,,,,,,,,,,,,,SERVICIOS AMBULATORIOS,"0,00",,,"0,00","0,00",,,"0,00",,"248.862.797,48","0,00",,,,"248.862.797,48","-248.862.797,48"
3,1,2,1,2,3,,3,,,,,,,,,,,,,,,HOSPITALIZACION,"0,00",,,"0,00","0,00",,,"0,00",,"21.760.021.223,81","0,00",,,,"21.760.021.223,81","-21.760.021.223,81"
3,1,2,1,2,3,,4,,,,,,,,,,,,,,,QUIROFANOS Y SALAS DE PARTO,"0,00",,,"0,00","0,00",,,"0,00",,"16.749.646.158,26","0,00",,,,"16.749.646.158,26","-16.749.646.158,26"
3,1,2,1,2,3,,5,,,,,,,,,,,,,,,APOYO DIAGNOSTICO,"0,00",,,"0,00","0,00",,,"0,00",,"5.960.598.313,80","0,00",,,,"5.960.598.313,80","-5.960.598.313,80"
3,1,2,1,2,3,,6,,,,,,,,,,,,,,,APOYO TERAPEUTICO,"0,00",,,"0,00","0,00",,,"19.838.476.326,00",,"25.058.466.396,46","0,00",,,,"25.058.466.396,46","-25.058.466.396,46"
3,1,2,1,2,3,,7,,,,,,,,,,,,,,,SERVICIOS CONEXOS A LA SALUD,"70.000.000,00",,,"0,00","70.000.000,00",,,"79.232.657,00",,"134.310.055.107,02","33.457.286,00",,,,"134.276.597.821,02","-134.206.597.821,02"
3,1,2,1,2,4,,,,,,,,,,,,,,,,,SERVICIOS DE TRANSPORTE,"0,00",,,"0,00","0,00",,,"49.274.785.797,50",,"536.947.526.926,99","1.976.000,00",,,,"536.945.550.926,99","-536.945.550.926,99"
3,1,2,1,2,4,,3,,,,,,,,,,,,,,,SERVICIOS AEROPORTUARIOS,"0,00",,,"0,00","0,00",,,"20.092.364.598,96",,"254.745.227.781,79","0,00",,,,"254.745.227.781,79","-254.745.227.781,79"
3,1,2,1,2,4,,4,,,,,,,,,,,,,,,SERVICIOS AERONAUTICOS,"0,00",,,"0,00","0,00",,,"29.182.421.198,54",,"282.202.299.145,20","1.976.000,00",,,,"282.200.323.145,20","-282.200.323.145,20"
3,1,2,1,2,5,,,,,,,,,,,,,,,,,SERVICIOS HOTELEROS Y DE PROMOCION TURÍSTICA,"0,00",,,"0,00","0,00",,,"698.183.970,67",,"9.292.501.825,76","722.399,00",,,,"9.291.779.426,76","-9.291.779.426,76"
3,1,2,1,2,5,,3,,,,,,,,,,,,,,,TURISMO,"0,00",,,"0,00","0,00",,,"698.183.970,67",,"9.292.501.825,76","146.000,00",,,,"9.292.355.825,76","-9.292.355.825,76"
3,1,2,1,2,5,,4,,,,,,,,,,,,,,,ALOJAMIENTO,"0,00",,,"0,00","0,00",,,"0,00",,"0,00","0,00",,,,"0,00","0,00"
3,1,2,1,2,5,,5,,,,,,,,,,,,,,,SUMINISTRO DE BEBIDAS Y ALIMENTOS,"0,00",,,"0,00","0,00",,,"0,00",,"0,00","576.399,00",,,,"-576.399,00","576.399,00"
3,1,2,1,2,6,,,,,,,,,,,,,,,,,SERVICIOS DE DOCUMENTACION E IDENTIFICACION,"0,00",,,"0,00","0,00",,,"17.104.241.248,88",,"219.558.164.704,92","165.825.341,00",,,,"219.392.339.363,92","-219.392.339.363,92"
3,1,2,1,2,6,,1,,,,,,,,,,,,,,,DOCUMENTOS DE IDENTIDAD,"0,00",,,"0,00","0,00",,,"6.046.867.395,09",,"77.129.462.308,57","87.340.503,00",,,,"77.042.121.805,57","-77.042.121.805,57"
