UEJ;NOMBRE UEJ;RUBRO;TIPO;CTA;"SUB
CTA";OBJ;ORD;"SOR
ORD";ITEM;"SUB
ITEM";FUENTE;REC;SIT;DESCRIPCION;COMPROMISO;OBLIGACION;ORDEN PAGO;PAGOS
19-01-01;MINISTERIO DE SALUD Y PROTECCION SOCIAL - GESTIÓN GENERAL;C-670-300-1;C;670;300;1;;;;;Nación;11;CSF;DISEÑO E IMPLEMENTACIÓN DE UNA ESTRATEGIA DE COMUNICACIÓN DE SALUD EN COLOMBIA;$ 58.956.315,00;$ 58.956.315,00;$ 58.956.315,00;$ 58.956.315,00
19-01-06;MINISTERIO  DE SALUD Y PROTECCION SOCIAL - UNIDAD ADMINISTRATIVA ESPECIAL FONDO NACIONAL DE ESTUPEFACIENTES;A-5-2-1;A;5;2;1;;;;;Nación;16;CSF;COMPRA DE BIENES Y SERVICIOS;$ 92.247.564,00;$ 92.247.564,00;$ 92.247.564,00;$ 92.247.564,00
19-01-09;MINISTERIO  DE SALUD Y PROTECCION SOCIAL - INSTITUTO NACIONAL DE CANCEROLOGIA ;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 23.324.018,33;$ 22.621.448,00;$ 22.621.448,00;$ 22.621.448,00
19-01-09;MINISTERIO  DE SALUD Y PROTECCION SOCIAL - INSTITUTO NACIONAL DE CANCEROLOGIA ;C-111-306-1;C;111;306;1;;;;;Nación;10;CSF;AMPLIACION, CONSTRUCCION, DOTACION Y REMODELACION DEL INSTITUTO NACIONAL DE CANCEROLOGIA, E.S.E. BOGOTA.;$ 12.800.000,00;$ 12.800.000,00;$ 12.800.000,00;$ 12.800.000,00
19-01-09;MINISTERIO  DE SALUD Y PROTECCION SOCIAL - INSTITUTO NACIONAL DE CANCEROLOGIA ;C-410-306-1;C;410;306;1;;;;;Nación;10;CSF;MEJORAMIENTO DE LA INVESTIGACION EN CANCER PARA AUMENTAR EL CONOCIMIENTO SOBRE EL COMPORTAMIENTO BIOLOGICO Y EPIDEMIOLOGICO DE LA ENFERMEDAD Y PARA LA BUSQUEDA DE INTERVENCIONES COSTO-EFECTIVAS;$ 13.925.864,00;$ 12.921.304,00;$ 12.921.304,00;$ 12.921.304,00
19-01-09;MINISTERIO  DE SALUD Y PROTECCION SOCIAL - INSTITUTO NACIONAL DE CANCEROLOGIA ;C-410-306-2;C;410;306;2;;;;;Nación;10;CSF;DISENO E IMPLEMENTACION DE UN PROGRAMA DE SALUD PUBLICA PARA LA PREVENCION Y EL CONTROL DEL CANCER EN COLOMBIA;$ 12.164.439,62;$ 12.156.495,00;$ 12.156.495,00;$ 12.156.495,00
19-01-12;MINISTERIO  DE SALUD Y PROTECCION SOCIAL - CENTRO DERMATOLOGICO FEDERICO LLERAS ACOSTA;A-1-0-1-1;A;1;0;1;1;;;;Nación;10;CSF;SUELDOS DE PERSONAL DE NOMINA;$ 4900,00;$ 4900,00;$ 4900,00;$ 4900,00
19-01-12;MINISTERIO  DE SALUD Y PROTECCION SOCIAL - CENTRO DERMATOLOGICO FEDERICO LLERAS ACOSTA;A-1-0-1-5;A;1;0;1;5;;;;Nación;10;CSF;OTROS;$ 1.495.787,00;$ 1.495.787,00;$ 1.495.787,00;$ 1.495.787,00
19-01-14;DIRECCIÓN DE ADMINISTRACIÓN DE FONDOS DE LA PROTECCIÓN SOCIAL;A-3-7-2-4-30;A;3;7;2;4;30;;;Nación;10;CSF;SISTEMA GENERAL DE PARTICIPACIONES SALUD PRESTACION DE SERVICIOS  DISTRITO CULTURAL E HISTORICO DE SANTAMARTA;$ 3.088.868.637,00;$ 3.088.868.637,00;$ 3.088.868.637,00;$ 3.088.868.637,00
19-01-14;DIRECCIÓN DE ADMINISTRACIÓN DE FONDOS DE LA PROTECCIÓN SOCIAL;C-630-304-1;C;630;304;1;;;;;Nación;16;SSF;MEJORAMIENTO DE LA RED DE URGENCIAS Y ATENCION DE ENFERMEDADES CATASTROFICAS Y ACCIDENTES DE TRANSITO- SUBCUENTA ECAT FOSYGA;$ 708.396.687,07;$ 708.396.687,07;$ 708.396.687,07;$ 708.396.687,07
19-03-00;INSTITUTO NACIONAL DE SALUD (INS);A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 32.000,00;$ 31.996,09;$ 31.996,09;$ 31.996,09
19-03-00;INSTITUTO NACIONAL DE SALUD (INS);A-2-0-4;A;2;0;4;;;;;Propios;20;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 1.037.944,60;$ 1.037.944,60;$ 1.037.944,60;$ 1.037.944,60
19-03-00;INSTITUTO NACIONAL DE SALUD (INS);A-2-0-4;A;2;0;4;;;;;Propios;21;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 1.500.865,31;$ 1.500.865,31;$ 1.500.865,31;$ 1.500.865,31
19-03-00;INSTITUTO NACIONAL DE SALUD (INS);C-223-406-1;C;223;406;1;;;;;Nación;11;CSF;IMPLANTACION SISTEMA DE INFORMACION;$ 3.767.617,00;$ 3.767.617,00;$ 3.767.617,00;$ 3.767.617,00
19-03-00;INSTITUTO NACIONAL DE SALUD (INS);C-320-301-1;C;320;301;1;;;;;Nación;11;CSF;PREVENCION CONTROL Y VIGILANCIA EN SALUD PUBLICA.;$ 3.212.500,00;$ 3.212.500,00;$ 3.212.500,00;$ 3.212.500,00
19-03-00;INSTITUTO NACIONAL DE SALUD (INS);C-410-300-15;C;410;300;15;;;;;Nación;11;CSF;INVESTIGACION EN SALUD;$ 157.500,00;$ 157.500,00;$ 157.500,00;$ 157.500,00
19-03-00;INSTITUTO NACIONAL DE SALUD (INS);C-510-300-5;C;510;300;5;;;;;Nación;11;CSF;MEJORAMIENTO FORTALECIMIENTO RED NACIONAL DE LABORATORIOS NACIONAL;$ 0,00;$ 0,00;$ 0,00;$ 0,00
19-03-00;INSTITUTO NACIONAL DE SALUD (INS);C-510-300-6;C;510;300;6;;;;;Propios;20;CSF;MEJORAMIENTO FORTALECIMIENTO RED DE DONACIÓN Y TRASPLANTE NACIONAL;$ 10.262.833,00;$ 10.262.833,00;$ 10.262.833,00;$ 10.262.833,00
19-10-00;SUPERINTENDENCIA NACIONAL DE SALUD;A-1-0-2;A;1;0;2;;;;;Propios;20;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 12.760.000,00;$ 12.760.000,00;$ 12.760.000,00;$ 12.760.000,00
19-10-00;SUPERINTENDENCIA NACIONAL DE SALUD;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 76.074.498,00;$ 76.074.498,00;$ 76.074.498,00;$ 76.074.498,00
19-10-00;SUPERINTENDENCIA NACIONAL DE SALUD;A-2-0-4;A;2;0;4;;;;;Propios;20;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 66.991.602,00;$ 66.991.602,00;$ 66.991.602,00;$ 66.991.602,00
19-10-00;SUPERINTENDENCIA NACIONAL DE SALUD;C-310-300-1;C;310;300;1;;;;;Propios;21;CSF;IMPLEMENTACIÓN Y OPTIMIZACION PLAN DE MEDIOS DE COMUNICACIÓN MASIVA SOBRE IVC DE SUPERSALUD Y DERECHOS Y DEBERES DE LOS USUARIOS DEL SGSSS  Y LOS DISTINTOS MECANISMOS  PARA HACERLOS EXIGIBLES NACIONAL;$ 648.876.189,00;$ 648.876.189,00;$ 648.876.189,00;$ 648.876.189,00
19-10-00;SUPERINTENDENCIA NACIONAL DE SALUD;C-450-300-1;C;450;300;1;;;;;Propios;20;CSF;CONTROL Y EVALUACION DEL SISTEMA OBLIGATORIO DE GARANTIA DE CALIDAD EN EL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD A NIVEL NACIONAL;$ 815.216.482,00;$ 815.216.482,00;$ 815.216.482,00;$ 815.216.482,00
19-10-00;SUPERINTENDENCIA NACIONAL DE SALUD;C-450-300-1;C;450;300;1;;;;;Propios;21;CSF;CONTROL Y EVALUACION DEL SISTEMA OBLIGATORIO DE GARANTIA DE CALIDAD EN EL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD A NIVEL NACIONAL;$ 22.608.868,00;$ 22.608.868,00;$ 22.608.868,00;$ 22.608.868,00
19-10-00;SUPERINTENDENCIA NACIONAL DE SALUD;C-450-300-2;C;450;300;2;;;;;Propios;21;CSF;DISENO IMPLANTACION E IMPLEMENTACION DEL SISTEMA NACIONAL DE INSPECCION, VIGILANCIA Y CONTROL PARA EL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD.;$ 2.006.710.104,97;$ 2.006.710.104,97;$ 2.006.710.104,97;$ 2.006.710.104,97
19-10-00;SUPERINTENDENCIA NACIONAL DE SALUD;C-450-300-3;C;450;300;3;;;;;Propios;20;CSF;DISENO IMPLANTACION E IMPLEMENTACION DEL SISTEMA DE INFORMACION PARA LA SUPERINTENDENCIA NACIONAL DE SALUD.;$ 247.104.078,00;$ 247.104.078,00;$ 247.104.078,00;$ 247.104.078,00
19-10-00;SUPERINTENDENCIA NACIONAL DE SALUD;C-450-300-4;C;450;300;4;;;;;Propios;20;CSF;ANALISIS  SEGUIMIENTO Y EVALUACION DE LA ESTABILIDAD FINANCIERA, ECONOMICA Y SOCIAL DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD.;$ 715.206.910,00;$ 715.206.910,00;$ 715.206.910,00;$ 715.206.910,00
19-10-00;SUPERINTENDENCIA NACIONAL DE SALUD;C-450-300-5;C;450;300;5;;;;;Propios;20;CSF;FORTALECIMIENTO PROCESO DE CONCILIACION EN LA SUPERINTENDENCIA NACIONAL DE SALUD NACIONAL;$ 0,00;$ 0,00;$ 0,00;$ 0,00
19-10-00;SUPERINTENDENCIA NACIONAL DE SALUD;C-520-300-3;C;520;300;3;;;;;Propios;21;CSF;IMPLEMENTACIÓN DE MECANISMOS PARA MEJORAR LA CALIDAD Y EFICIENCIA EN LA ATENCION AL CIUDADANO EN LA SUPERINTENENCIA NACIONAL DE SALUD NACIONAL;$ 60.000.000,00;$ 60.000.000,00;$ 60.000.000,00;$ 60.000.000,00
19-10-00;SUPERINTENDENCIA NACIONAL DE SALUD;C-520-300-4;C;520;300;4;;;;;Propios;20;CSF;DISEÑO E IMPLEMENTACION  DEL SISTEMA DE GESTIÓN DOCUMENTAL EN LA SUPERINTENDENCIA NACIONAL DE SALUD NACIONAL;$ 97.045.101,00;$ 0,00;$ 0,00;$ 0,00
19-10-00;SUPERINTENDENCIA NACIONAL DE SALUD;C-520-300-6;C;520;300;6;;;;;Propios;20;CSF;FORTALECIMIENTO DE LA DEFENSA JUDICIAL, EXTRAJUDICIAL Y EN JURISDICCIÓN DE COBRO PERSUASIVO Y COACTIVO A LA SUPERSALUD A NIVEL NACIONAL;$ 50.000.000,00;$ 50.000.000,00;$ 50.000.000,00;$ 50.000.000,00
19-13-01;FONDO DE PREVISION SOCIAL DEL CONGRESO - PENSIONES;A-3-5-3-7;A;3;5;3;7;;;;Propios;20;CSF;AUXILIOS FUNERARIOS;$ 19.330.500,00;$ 19.330.500,00;$ 19.330.500,00;$ 19.330.500,00
19-13-02;FONDO DE PREVISION SOCIAL DEL CONGRESO - CESANTIAS Y VIVIENDA;A-3-5-2-1;A;3;5;2;1;;;;Nación;10;CSF;CESANTIAS DEFINITIVAS;$ 118.734.845,00;$ 118.734.845,00;$ 118.734.845,00;$ 118.734.845,00
19-14-01;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - SALUD ;A-1-0-2;A;1;0;2;;;;;Propios;20;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 12.500.000,00;$ 12.500.000,00;$ 12.500.000,00;$ 12.500.000,00
19-14-01;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - SALUD ;A-1-0-2;A;1;0;2;;;;;Propios;21;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 946.948,00;$ 0,00;$ 0,00;$ 0,00
19-14-01;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - SALUD ;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 36.804.666,00;$ 25.521.326,00;$ 25.521.326,00;$ 25.521.326,00
19-14-01;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - SALUD ;A-2-0-4;A;2;0;4;;;;;Propios;20;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 335.516.638,80;$ 313.078.525,80;$ 313.078.525,80;$ 313.078.525,80
19-14-01;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - SALUD ;A-3-5-3-40;A;3;5;3;40;;;;Propios;20;CSF;PROMOCION Y PREVENCION EN SALUD;$ 243.651.054,00;$ 236.265.813,00;$ 236.265.813,00;$ 236.265.813,00
19-14-01;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - SALUD ;A-3-5-3-47;A;3;5;3;47;;;;Propios;20;CSF;SERVICIOS MEDICOS ASISTENCIALES;$ 447.688.882,00;$ 431.099.789,00;$ 431.099.789,00;$ 431.099.789,00
19-14-01;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - SALUD ;A-3-5-3-48;A;3;5;3;48;;;;Nación;10;CSF;SERVICIOS MEDICOS CONVENCIONALES;$ 772.326.369,00;$ 425.303.961,00;$ 425.303.961,00;$ 425.303.961,00
19-14-02;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA -PENSIONES;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 19.766.140,00;$ 10.333.333,00;$ 10.333.333,00;$ 10.333.333,00
19-14-02;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA -PENSIONES;A-1-0-2;A;1;0;2;;;;;Propios;20;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 7.700.000,00;$ 2.700.000,00;$ 2.700.000,00;$ 2.700.000,00
19-14-02;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA -PENSIONES;A-1-0-2;A;1;0;2;;;;;Propios;21;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 17.553.322,00;$ 7.433.333,00;$ 7.433.333,00;$ 7.433.333,00
19-14-02;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA -PENSIONES;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 34.590.453,00;$ 17.520.200,00;$ 17.520.200,00;$ 17.520.200,00
19-14-02;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA -PENSIONES;A-2-0-4;A;2;0;4;;;;;Propios;20;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 617.946,00;$ 0,00;$ 0,00;$ 0,00
19-14-02;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA -PENSIONES;A-2-0-4;A;2;0;4;;;;;Propios;21;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 26.497.735,00;$ 25.253.494,00;$ 25.253.494,00;$ 25.253.494,00
19-14-02;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA -PENSIONES;A-3-5-1-8;A;3;5;1;8;;;;Nación;10;CSF;CUOTAS PARTES PENSIONALES;$ 0,00;$ 0,00;$ 0,00;$ 0,00
19-14-02;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA -PENSIONES;A-3-5-1-8;A;3;5;1;8;;;;Propios;21;CSF;CUOTAS PARTES PENSIONALES;$ 30.000,00;$ 0,00;$ 0,00;$ 0,00
19-14-02;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA -PENSIONES;A-3-5-1-48;A;3;5;1;48;;;;Nación;10;CSF;GASTOS DE ADMINISTRACION DE PENSIONES, NOMINA, ARCHIVO Y OTRAS ACTIVIDADES INHERENTES DECRETO 4986 DE 2007, DECRETO 2721 DE 2008 Y DECRETO 2601 DE 2009;$ 429.929.700,50;$ 0,00;$ 0,00;$ 0,00
19-14-02;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA -PENSIONES;A-3-5-3-7;A;3;5;3;7;;;;Nación;10;CSF;AUXILIOS FUNERARIOS;$ 28.995.750,00;$ 25.774.000,00;$ 25.774.000,00;$ 25.774.000,00
19-14-02;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA -PENSIONES;A-3-6-1-1;A;3;6;1;1;;;;Propios;21;CSF;SENTENCIAS Y CONCILIACIONES;$ 470.827.040,84;$ 428.833.125,12;$ 422.883.004,12;$ 422.883.004,12
19-14-02;FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA -PENSIONES;A-3-6-3-168;A;3;6;3;168;;;;Nación;10;CSF;PROCESO DE COBRO COACTIVO Y ADMINISTRACION DE LAS CUOTAS PARTES PENSIONALES DEL ISS EMPLEADOR (ARTICULOS 1o Y 2o DECRETO 553 DE 2015);$ 1.089.701.189,33;$ 1.089.701.186,00;$ 1.089.701.186,00;$ 1.089.701.186,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 135.168.626,00;$ 119.856.617,00;$ 119.856.617,00;$ 119.856.617,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-223-500-1;C;223;500;1;;;;;Nación;11;CSF;ACTUALIZACION DE LA INFRAESTRUCTURA INFORMATICA Y DE COMUNICACIONESDEL MINISTERIO DE MINAS Y ENERGIA, BOGOTA D.C.;$ 196.320.865,65;$ 196.320.865,65;$ 196.320.865,65;$ 196.320.865,65
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-310-506-3;C;310;506;3;;;;;Nación;11;CSF;APOYO A LA GESTION SOCIAL Y AMBIENTAL DE LOS PROYECTOS MINEROENERGETICOS EN EL TERRITORIO NACIONAL - PREVIO CONCEPTO DNP;$ 585.428.716,00;$ 585.367.034,00;$ 585.367.034,00;$ 585.367.034,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-310-1304-1;C;310;1304;1;;;;;Nación;11;CSF;DESARROLLO DEL CAPITAL HUMANO DEL MINISTERIO A TRAVÉS DE UNA TRANSFORMACIÓN CULTURAL MINISTERIO DE MINAS Y ENERGÍA;$ 0,00;$ 0,00;$ 0,00;$ 0,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-310-1800-1;C;310;1800;1;;;;;Nación;10;CSF;CONSTRUCCION E IMPLEMENTACION DEL PROGRAMA DE FORMALIZACION MINERA;$ 471.658.889,00;$ 126.658.889,00;$ 126.658.889,00;$ 126.658.889,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-310-1800-1;C;310;1800;1;;;;;Nación;11;CSF;CONSTRUCCION E IMPLEMENTACION DEL PROGRAMA DE FORMALIZACION MINERA;$ 264.079.944,00;$ 250.507.622,00;$ 250.507.622,00;$ 250.507.622,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-310-1800-1;C;310;1800;1;;;;;Nación;16;CSF;CONSTRUCCION E IMPLEMENTACION DEL PROGRAMA DE FORMALIZACION MINERA;$ 54.827.586,00;$ 0,00;$ 0,00;$ 0,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-310-1800-2;C;310;1800;2;;;;;Nación;11;CSF;MEJORAMIENTO DE LA IMAGEN Y PERCEPCIÓN DE LA INDUSTRIA MINERA PARA FACILITAR LA PUESTA EN MARCHA DE LOS PROYECTOS MINEROS EN EL TERRITORIO NACIONAL;$ 7.475.003,00;$ 7.475.003,00;$ 7.475.003,00;$ 7.475.003,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-310-1801-1;C;310;1801;1;;;;;Nación;11;CSF;IMPLEMENTACION DE LA  POLITICA SEGURIDAD MINERA EN EL TERRITORIO NACIONAL;$ 547.720.331,00;$ 547.720.331,00;$ 547.720.331,00;$ 547.720.331,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-310-1801-2;C;310;1801;2;;;;;Nación;11;CSF;CAPACITACIÓN TEÓRICO PRÁCTICA PARA LA REDUCCIÓN O ELIMINACIÓN DEL  USO DEL MERCURIO EN PROCESOS DE BENEFICIO DEL ORO EN EL TERRITORIO NACIONAL;$ 20.543.380,00;$ 20.214.467,00;$ 20.214.467,00;$ 20.214.467,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-410-500-1;C;410;500;1;;;;;Nación;11;CSF;ESTUDIOS DE DIAGNÓSTICO, EVALUACION E IMPACTO DE LOS ELEMENTOS DE POLÍTICA ENERGÉTICA A NIVEL NACIONAL;$ 124.058.387,00;$ 124.058.387,00;$ 124.058.387,00;$ 124.058.387,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-410-1800-1;C;410;1800;1;;;;;Nación;11;CSF;DIAGNOSTICO MINERO AMBIENTAL DE LOS PASIVOS EN EL TERRITORIO NACIONAL;$ 0,00;$ 0,00;$ 0,00;$ 0,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-450-1801-3;C;450;1801;3;;;;;Nación;11;CSF;IMPLEMENTAR Y MANTENER ACTUALIZADA LA INFRAESTRUCTURA TIC DEL SECTOR MINERO ENERGÉTICO  DE ACUERDO AL PETIC SECTORIAL – BOGOTÁ;$ 583.512.892,20;$ 583.512.892,00;$ 583.512.892,00;$ 583.512.892,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-520-500-16;C;520;500;16;;;;;Nación;10;CSF;DISEÑO E IMPLEMENTACION DE HERRAMIENTAS DE LA PARTICIPACION CIUDADANA EN EL MINISTERIO DE MINAS Y ENERGIA A NIVEL NACIONAL;$ 36.685.949,00;$ 36.647.655,00;$ 36.647.655,00;$ 36.647.655,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-520-500-16;C;520;500;16;;;;;Nación;11;CSF;DISEÑO E IMPLEMENTACION DE HERRAMIENTAS DE LA PARTICIPACION CIUDADANA EN EL MINISTERIO DE MINAS Y ENERGIA A NIVEL NACIONAL;$ 975.789.365,00;$ 975.789.365,00;$ 975.789.365,00;$ 975.789.365,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-520-500-17;C;520;500;17;;;;;Nación;11;CSF;ASESORIA PARA EL ANALISIS Y FORMULACION DEL DESARROLLO DEL SUBSECTOR DE HIDROCARBUROS NACIONAL;$ 75.503.431,00;$ 75.287.854,00;$ 75.287.854,00;$ 75.287.854,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-520-500-19;C;520;500;19;;;;;Nación;11;CSF;ASESORIA ,  DISEÑO, ADQUISICION, MANTENIMIENTO Y CONSTRUCCION DEL SISTEMA DE INFORMACION DE LA CADENA DE DISTRIBUCION DE COMBUSTIBLES LIQUIDIOS DEREIVADOS DEL PETROLEO - SICOM - REGION NACIONAL;$ 566.279.263,00;$ 563.342.047,00;$ 563.342.047,00;$ 563.342.047,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-520-500-20;C;520;500;20;;;;;Nación;11;CSF;DISEÑO Y EJECUCIÓN DE LA ESTRATEGIA PARA LA GESTIÓN NACIONAL E INTERNACIONAL DE LA AGENDA AMBIENTAL DEL SECTOR MINERO ENERGÉTICO COLOMBIANO. NACIONAL - PREVIO CONCEPTO DNP;$ 12.678.063,00;$ 0,00;$ 0,00;$ 0,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-520-506-1;C;520;506;1;;;;;Nación;11;CSF;ASESORIA TÉCNICA PARA EL SEGUIMIENTO A LOS CONTRATOS Y CONVENIOS DEL SUBSECTOR GAS COMBUSTIBLE NACIONAL;$ 0,00;$ 0,00;$ 0,00;$ 0,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-520-506-2;C;520;506;2;;;;;Nación;11;CSF;CONTROL OPERATIVO A LA DISTRIBUCIÓN DE COMBUSTIBLE LÍQUIDOS DERIVADOS DEL PETRÓLEO, AL CONTRABANDO Y A LA DESTINACIÓN ILÍCITA DE ESTOS PRODUCTOS EN ZONAS DE FRONTERA;$ 2.443.552,00;$ 2.439.670,00;$ 2.439.670,00;$ 2.439.670,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-520-1000-4;C;520;1000;4;;;;;Nación;11;CSF;PREVENCIÓN Y MITIGACIÓN DEL DAÑO ANTIJURÍDICO EN EL MINISTERIO DE MINAS Y ENERGÍA EN EL NIVEL NACIONAL;$ 8.588.460,00;$ 8.344.281,00;$ 8.344.281,00;$ 8.344.281,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-520-1800-1;C;520;1800;1;;;;;Nación;11;CSF;CONTROL A LA EXPLOTACION ILICITA DE MINERALES COLOMBIA;$ 43.344.048,00;$ 4.242.370,00;$ 4.242.370,00;$ 4.242.370,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-540-1000-1;C;540;1000;1;;;;;Nación;11;CSF;APOYO AL MINISTERIO DE MINAS Y ENERGIA EN EL FORTALECIMIENTO DE LA GESTION INTERNACIONAL , , NACIONAL;$ 2.299.359,00;$ 1.534.531,00;$ 1.534.531,00;$ 1.534.531,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-540-1000-2;C;540;1000;2;;;;;Nación;15;CSF;FORTALECIMIENTO AL ACCESO Y TRANSPARENCIA DE LA INFORMACION EXTRACTIVA - EITI NACIONAL;$ 265.000.000,00;$ 265.000.000,00;$ 265.000.000,00;$ 265.000.000,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-620-506-1;C;620;506;1;;;;;Nación;11;CSF;IMPLEMENTACION COMPENSACION POR EL TRANSPORTE DE COMBUSTIBLES LIQUIDOS DERIVADOS DEL PETROLEO ENTRE YUMBO Y LA CIUDAD DE PASTO;$ 119.992.127,00;$ 119.992.127,00;$ 119.992.127,00;$ 119.992.127,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-630-500-1;C;630;500;1;;;;;Nación;16;CSF;APOYO FINANCIERO PARA LA ENERGIZACION DE ZONAS RURALES INTERCONECTADAS  FAER (ART.105 DE LA LEY 788 DE 2002) REGION NACIONAL;$ 25.767.264.046,50;$ 24.127.683.472,50;$ 24.127.683.472,50;$ 24.127.683.472,50
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-630-500-9;C;630;500;9;;;;;Nación;52;CSF;APOYO FINANCIERO A ZONAS NO INTERCONECTADAS - FAZNI;$ 1.816.478.545,00;$ 1.816.478.545,00;$ 1.816.478.545,00;$ 1.816.478.545,00
21-01-01;MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL;C-630-500-13;C;630;500;13;;;;;Nación;16;CSF;APOYO FINANCIERO PARA EL PROGRAMA DE NORMALIZACION DE REDES ELECTRICAS - PRONE NACIONAL;$ 19.665.701.728,70;$ 19.665.701.728,70;$ 19.665.701.728,70;$ 19.665.701.728,70
