Tabla 1
UEJ;NOMBRE UEJ;RUBRO;TIPO;CTA;"SUB
CTA";OBJ;ORD;"SOR
ORD";ITEM;"SUB
ITEM";FUENTE;REC;SIT;DESCRIPCION;APR. INICIAL;APR. ADICIONADA;APR. REDUCIDA;APR. VIGENTE;APR BLOQUEADA;CDP;APR. DISPONIBLE;COMPROMISO;OBLIGACION;ORDEN PAGO;PAGOS
131300;SUPERINTENDENCIA FINANCIERA DE COLOMBIA;;A;3;5;3;7;;;;Nación;20;C;AUXILIOS FUNERARIOS; 	28.000.000 ; 	-   ; 	-   ; 	28.000.000 ; 	-   ; 	-   ; 	28.000.000 ; 	-   ; 	-   ; 	-   ; 	-   
131300;SUPERINTENDENCIA FINANCIERA DE COLOMBIA;;A;3;6;1;1;;;;Nación;20;C;SENTENCIAS Y CONCILIACIONES; 	831.830.296 ; 	-   ; 	-   ; 	831.830.296 ; 	-   ; 	-   ; 	831.830.296 ; 	-   ; 	-   ; 	-   ; 	-   
131300;SUPERINTENDENCIA FINANCIERA DE COLOMBIA;;A;3;6;3;20;;;;Nación;20;C;OTRAS TRANSFERENCIAS - PREVIO CONCEPTO DGPPN; 	856.918.671 ; 	-   ; 	856.918.671 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
131300;SUPERINTENDENCIA FINANCIERA DE COLOMBIA;;C;1399;1000;1;;;;;Nación;20;C;AMPLIACION , RENOVACION E IMPLANTACION DE TECNOLOGIAS DE INFORMACION.; 	12.652.590.695 ; 	-   ; 	339.000.000 ; 	12.313.590.695 ; 	-   ; 	12.164.535.960 ; 	149.054.735 ; 	12.164.535.960 ; 	12.164.535.960 ; 	11.150.943.019 ; 	11.150.943.019 
131300;SUPERINTENDENCIA FINANCIERA DE COLOMBIA;;C;1399;1000;2;;;;;Nación;20;C;CAPACITACION   Y ENTRENAMIENTO PARA EL FORTALECIMIENTO DE COMPETENCIAS EN SUPERVISION FINANCIERA; 	1.811.430.199 ; 	-   ; 	480.000.000 ; 	1.331.430.199 ; 	-   ; 	1.317.092.751 ; 	14.337.448 ; 	1.317.092.751 ; 	1.293.916.743 ; 	1.279.096.243 ; 	1.279.096.243 
131300;SUPERINTENDENCIA FINANCIERA DE COLOMBIA;;C;1399;1000;3;;;;;Nación;20;C;FORTALECIMIENTO DEL EDIFICIO SEDE DE LA SUPERINTENDENCIA FINANCIERA DE COLOMBIA BOGOTÀ D.C.; 	1.346.979.106 ; 	-   ; 	136.000.000 ; 	1.210.979.106 ; 	-   ; 	1.210.099.547 ; 	879.559 ; 	1.210.099.547 ; 	1.210.099.547 ; 	1.020.899.233 ; 	1.020.899.233 
131401;UGPPP - GESTION GENERAL;;A;1;0;1;1;;;;Nación;10;C;SUELDOS DE PERSONAL DE NOMINA; 	44.935.254.000 ; 	2.602.686.000 ; 	-   ; 	47.537.940.000 ; 	-   ; 	47.503.498.612 ; 	34.441.388 ; 	47.503.498.612 ; 	47.503.498.612 ; 	47.503.498.612 ; 	47.503.498.612 
131401;UGPPP - GESTION GENERAL;;A;1;0;1;4;;;;Nación;10;C;PRIMA TECNICA; 	1.888.312.000 ; 	47.047.000 ; 	-   ; 	1.935.359.000 ; 	-   ; 	1.935.358.429 ; 	571 ; 	1.935.358.429 ; 	1.935.358.429 ; 	1.935.358.429 ; 	1.935.358.429 
131401;UGPPP - GESTION GENERAL;;A;1;0;1;5;;;;Nación;10;C;OTROS; 	10.742.750.000 ; 	459.634.000 ; 	-   ; 	11.202.384.000 ; 	-   ; 	11.202.371.357 ; 	12.643 ; 	11.202.371.357 ; 	11.202.371.357 ; 	11.202.371.357 ; 	11.202.371.357 
131401;UGPPP - GESTION GENERAL;;A;1;0;1;8;;;;Nación;10;C;OTROS GASTOS PERSONALES - DISTRIBUCION PREVIO CONCEPTO DGPPN; 	-   ; 	5.110.000.000 ; 	5.110.000.000 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
131401;UGPPP - GESTION GENERAL;;A;1;0;1;9;;;;Nación;10;C;HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES; 	204.000.000 ; 	-   ; 	66.000.000 ; 	138.000.000 ; 	-   ; 	132.831.859 ; 	5.168.141 ; 	132.831.859 ; 	132.831.859 ; 	132.831.859 ; 	132.831.859 
131401;UGPPP - GESTION GENERAL;;A;1;0;2;;;;;Nación;10;C;SERVICIOS PERSONALES INDIRECTOS; 	34.056.276.000 ; 	1.699.000.000 ; 	-   ; 	35.755.276.000 ; 	-   ; 	35.651.865.294 ; 	103.410.706 ; 	35.501.865.294 ; 	34.975.514.408 ; 	32.592.142.807 ; 	32.592.142.807 
131401;UGPPP - GESTION GENERAL;;A;1;0;5;;;;;Nación;10;C;CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO; 	17.908.359.000 ; 	2.066.633.000 ; 	-   ; 	19.974.992.000 ; 	-   ; 	19.974.992.000 ; 	-   ; 	19.974.992.000 ; 	19.974.992.000 ; 	19.974.992.000 ; 	19.974.992.000 
131401;UGPPP - GESTION GENERAL;;A;2;0;3;;;;;Nación;10;C;IMPUESTOS Y MULTAS; 	51.000.000 ; 	-   ; 	-   ; 	51.000.000 ; 	-   ; 	51.000.000 ; 	-   ; 	8.388.000 ; 	8.388.000 ; 	8.388.000 ; 	8.388.000 
131401;UGPPP - GESTION GENERAL;;A;2;0;4;;;;;Nación;10;C;ADQUISICION DE BIENES Y SERVICIOS; 	50.031.790.000 ; 	-   ; 	1.699.000.000 ; 	48.332.790.000 ; 	-   ; 	48.110.728.332 ; 	222.061.668 ; 	48.110.728.332 ; 	47.977.883.643 ; 	41.120.170.328 ; 	41.120.170.328 
131401;UGPPP - GESTION GENERAL;;A;3;4;1;82;;;;Nación;10;C;ORGANIZACION IBEROAMERICANA DE SEGURIDAD SOCIAL OISS (LEY 65 / 1981).; 	21.000.000 ; 	-   ; 	-   ; 	21.000.000 ; 	-   ; 	14.259.900 ; 	6.740.100 ; 	14.259.900 ; 	14.259.900 ; 	14.259.900 ; 	14.259.900 
131401;UGPPP - GESTION GENERAL;;A;3;6;1;1;;;;Nación;10;C;SENTENCIAS Y CONCILIACIONES; 	2.786.000.000 ; 	20.000.000.000 ; 	-   ; 	22.786.000.000 ; 	-   ; 	22.785.997.586 ; 	2414 ; 	22.785.997.586 ; 	22.785.997.586 ; 	5.171.042.797 ; 	5.171.042.797 
131401;UGPPP - GESTION GENERAL;;A;3;6;3;19;;;;Nación;10;C;OTRAS TRANSFERENCIAS - DISTRIBUCION PREVIO CONCEPTO DGPPN; 	-   ; 	20.000.000.000 ; 	20.000.000.000 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
131401;UGPPP - GESTION GENERAL;;C;1399;1000;1;;;;;Nación;10;C;DOTACION DE LA INFRAESTRUCTURA TECNOLOGICA EN INFORMATICA Y COMUNICACIONES DE ULTIMA GENERACION PARA LA UGPP; 	7.292.551.342 ; 	-   ; 	100.000.000 ; 	7.192.551.342 ; 	-   ; 	7.187.711.617 ; 	4.839.725 ; 	7.187.711.617 ; 	6.892.990.267 ; 	5.972.072.926 ; 	5.972.072.926 
131401;UGPPP - GESTION GENERAL;;C;1399;1000;1;;;;;Nación;11;C;DOTACION DE LA INFRAESTRUCTURA TECNOLOGICA EN INFORMATICA Y COMUNICACIONES DE ULTIMA GENERACION PARA LA UGPP; 	-   ; 	1.000.000.000 ; 	300.000.000 ; 	700.000.000 ; 	-   ; 	698.200.567 ; 	1.799.433 ; 	698.200.567 ; 	620.699.286 ; 	99.659.832 ; 	99.659.832 
131500;FONDO ADAPTACION;;A;1;0;1;1;;;;Nación;10;C;SUELDOS DE PERSONAL DE NOMINA; 	8.598.171.720 ; 	-   ; 	94.302.809 ; 	8.503.868.911 ; 	-   ; 	8.295.140.006 ; 	208.728.905 ; 	8.295.140.006 ; 	8.295.140.006 ; 	8.295.140.006 ; 	8.295.140.006 
131500;FONDO ADAPTACION;;A;1;0;1;4;;;;Nación;10;C;PRIMA TECNICA; 	3.371.634.456 ; 	-   ; 	-   ; 	3.371.634.456 ; 	-   ; 	3.262.954.467 ; 	108.679.989 ; 	3.262.954.467 ; 	3.262.954.467 ; 	3.262.954.467 ; 	3.262.954.467 
131500;FONDO ADAPTACION;;A;1;0;1;5;;;;Nación;10;C;OTROS; 	2.035.464.593 ; 	-   ; 	-   ; 	2.035.464.593 ; 	-   ; 	2.034.146.024 ; 	1.318.569 ; 	2.034.146.024 ; 	2.034.146.024 ; 	2.034.146.024 ; 	2.034.146.024 
131500;FONDO ADAPTACION;;A;1;0;1;8;;;;Nación;10;C;OTROS GASTOS PERSONALES - DISTRIBUCION PREVIO CONCEPTO DGPPN; 	-   ; 	17.000.000 ; 	-   ; 	17.000.000 ; 	-   ; 	-   ; 	17.000.000 ; 	-   ; 	-   ; 	-   ; 	-   
131500;FONDO ADAPTACION;;A;1;0;1;9;;;;Nación;10;C;HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES; 	130.143.908 ; 	94.302.809 ; 	-   ; 	224.446.717 ; 	-   ; 	218.736.464 ; 	5.710.253 ; 	218.736.464 ; 	218.736.464 ; 	218.736.464 ; 	218.736.464 
131500;FONDO ADAPTACION;;A;1;0;2;;;;;Nación;10;C;SERVICIOS PERSONALES INDIRECTOS; 	1.753.476.275 ; 	-   ; 	-   ; 	1.753.476.275 ; 	-   ; 	1.740.864.021 ; 	12.612.254 ; 	1.740.864.021 ; 	1.740.864.021 ; 	1.610.887.341 ; 	1.610.887.341 
131500;FONDO ADAPTACION;;A;1;0;5;;;;;Nación;10;C;CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO; 	3.295.724.239 ; 	-   ; 	-   ; 	3.295.724.239 ; 	-   ; 	3.295.724.239 ; 	-   ; 	3.295.724.239 ; 	3.295.724.239 ; 	3.295.724.239 ; 	3.295.724.239 
131500;FONDO ADAPTACION;;A;2;0;3;;;;;Nación;10;C;IMPUESTOS Y MULTAS; 	15.000.000 ; 	-   ; 	-   ; 	15.000.000 ; 	-   ; 	-   ; 	15.000.000 ; 	-   ; 	-   ; 	-   ; 	-   
131500;FONDO ADAPTACION;;A;2;0;4;;;;;Nación;10;C;ADQUISICION DE BIENES Y SERVICIOS; 	2.460.819.675 ; 	-   ; 	-   ; 	2.460.819.675 ; 	-   ; 	2.399.101.164 ; 	61.718.511 ; 	2.399.101.164 ; 	2.399.101.164 ; 	1.870.346.912 ; 	1.870.346.912 
131500;FONDO ADAPTACION;;A;3;2;1;1;;;;Nación;11;S;CUOTA DE AUDITAJE CONTRANAL; 	1.538.000.000 ; 	-   ; 	-   ; 	1.538.000.000 ; 	-   ; 	803.757.703 ; 	734.242.297 ; 	803.757.703 ; 	803.757.703 ; 	803.757.703 ; 	803.757.703 
131500;FONDO ADAPTACION;;A;3;6;1;1;;;;Nación;10;C;SENTENCIAS Y CONCILIACIONES; 	3.326.686.213 ; 	-   ; 	-   ; 	3.326.686.213 ; 	-   ; 	3.294.463.551 ; 	32.222.662 ; 	3.294.463.551 ; 	3.294.463.551 ; 	3.294.463.551 ; 	3.294.463.551 
131500;FONDO ADAPTACION;;C;1303;1000;1;;;;;Nación;10;C;CONSTRUCCIÓN Y RECONTRUCCION DE LAS ZONAS AFECTADAS POR LA OLA INVERNAL - DECRETO 4580 DE 2010 NACIONAL - PREVIO CONCEPTO DNP; 	500.000.000.000 ; 	-   ; 	-   ; 	500.000.000.000 ; 	-   ; 	500.000.000.000 ; 	-   ; 	500.000.000.000 ; 	-   ; 	-   ; 	-   
131500;FONDO ADAPTACION;;C;1303;1000;1;;;;;Nación;11;C;CONSTRUCCIÓN Y RECONTRUCCION DE LAS ZONAS AFECTADAS POR LA OLA INVERNAL - DECRETO 4580 DE 2010 NACIONAL - PREVIO CONCEPTO DNP; 	-   ; 	100.000.000.000 ; 	-   ; 	100.000.000.000 ; 	-   ; 	100.000.000.000 ; 	-   ; 	100.000.000.000 ; 	-   ; 	-   ; 	-   
131500;FONDO ADAPTACION;;C;1303;1000;1;;;;;Nación;13;C;CONSTRUCCIÓN Y RECONTRUCCION DE LAS ZONAS AFECTADAS POR LA OLA INVERNAL - DECRETO 4580 DE 2010 NACIONAL - PREVIO CONCEPTO DNP; 	30.000.000.000 ; 	-   ; 	-   ; 	30.000.000.000 ; 	-   ; 	30.000.000.000 ; 	-   ; 	30.000.000.000 ; 	-   ; 	-   ; 	-   
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;6;1;2;;;;;Nación;13;C;BANCA DE FOMENTO; 	26.068.833.164 ; 	-   ; 	-   ; 	26.068.833.164 ; 	-   ; 	26.068.833.164 ; 	-   ; 	25.077.099.615 ; 	25.077.099.615 ; 	25.077.099.615 ; 	25.077.099.615 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;6;1;3;;;;;Nación;13;C;GOBIERNOS; 	40.087.682.200 ; 	-   ; 	-   ; 	40.087.682.200 ; 	-   ; 	40.087.682.200 ; 	-   ; 	36.197.673.229 ; 	36.197.673.229 ; 	36.197.673.229 ; 	36.197.673.229 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;6;1;4;;;;;Nación;13;C;ORGANISMOS MULTILATERALES; 	2.918.595.832.200 ; 	-   ; 	100.000.000.000 ; 	2.818.595.832.200 ; 	-   ; 	2.818.595.832.200 ; 	-   ; 	2.760.817.683.045 ; 	2.760.817.683.045 ; 	2.760.817.683.045 ; 	2.760.817.683.045 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;6;1;6;;;;;Nación;10;C;TITULOS VALORES; 	-   ; 	15.803.250.016 ; 	15.803.250.016 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;6;1;6;;;;;Nación;13;C;TITULOS VALORES; 	5.502.900.000.000 ; 	-   ; 	516.933.249.237 ; 	4.985.966.750.763 ; 	-   ; 	4.852.900.000.000 ; 	133.066.750.763 ; 	4.830.424.500.000 ; 	4.830.424.500.000 ; 	4.830.424.500.000 ; 	4.830.424.500.000 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;6;1;7;;;;;Nación;13;C;CUENTA ESPECIAL DE DEUDA EXTERNA; 	13.327.498.956 ; 	-   ; 	-   ; 	13.327.498.956 ; 	-   ; 	13.327.498.956 ; 	-   ; 	9.733.043.059 ; 	9.733.043.059 ; 	9.733.043.059 ; 	9.733.043.059 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;6;2;2;;;;;Nación;13;C;BANCA DE FOMENTO; 	32.370.397.279 ; 	-   ; 	-   ; 	32.370.397.279 ; 	-   ; 	32.370.397.279 ; 	-   ; 	26.791.059.154 ; 	26.791.059.154 ; 	26.791.059.154 ; 	26.791.059.154 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;6;2;3;;;;;Nación;13;C;GOBIERNOS; 	128.440.057.009 ; 	-   ; 	-   ; 	128.440.057.009 ; 	-   ; 	128.440.057.009 ; 	-   ; 	97.891.606.898 ; 	97.891.606.898 ; 	97.891.606.898 ; 	97.891.606.898 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;6;2;4;;;;;Nación;13;C;ORGANISMOS MULTILATERALES; 	1.903.119.645.016 ; 	-   ; 	400.000.000.000 ; 	1.503.119.645.016 ; 	-   ; 	1.503.119.645.016 ; 	-   ; 	1.431.856.785.430 ; 	1.431.536.785.429 ; 	1.431.536.785.429 ; 	1.431.536.785.429 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;6;2;6;;;;;Nación;13;C;TITULOS VALORES; 	5.504.843.930.715 ; 	-   ; 	692.671.000.000 ; 	4.812.172.930.715 ; 	-   ; 	4.812.172.930.715 ; 	-   ; 	4.730.343.977.091 ; 	4.724.203.592.390 ; 	4.724.203.592.390 ; 	4.724.203.592.390 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;6;2;6;;;;;Nación;13;S;TITULOS VALORES; 	-   ; 	42.671.000.000 ; 	-   ; 	42.671.000.000 ; 	-   ; 	42.670.640.000 ; 	360.000 ; 	28.806.867.419 ; 	28.806.867.419 ; 	28.806.867.419 ; 	28.806.867.419 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;6;2;7;;;;;Nación;13;C;CUENTA ESPECIAL DE DEUDA EXTERNA; 	2.693.035.764 ; 	-   ; 	-   ; 	2.693.035.764 ; 	-   ; 	2.693.035.764 ; 	-   ; 	2.430.111.982 ; 	2.430.111.982 ; 	2.430.111.982 ; 	2.430.111.982 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;7;1;5;;;;;Nación;11;C;ENTIDADES FINANCIERAS; 	557.805.048.767 ; 	-   ; 	240.000.000.000 ; 	317.805.048.767 ; 	-   ; 	317.805.048.767 ; 	-   ; 	295.327.029.600 ; 	295.327.029.600 ; 	295.327.029.600 ; 	295.327.029.600 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;7;1;6;1;;;;Nación;11;C;TITULOS VALORES; 	13.889.515.487.817 ; 	2.300.000.000.000 ; 	239.200.000.000 ; 	15.950.315.487.817 ; 	-   ; 	15.950.315.487.817 ; 	-   ; 	15.931.147.205.453 ; 	15.931.147.205.453 ; 	15.931.147.205.453 ; 	15.931.147.205.453 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;7;1;6;1;;;;Nación;13;C;TITULOS VALORES; 	-   ; 	900.000.000.000 ; 	900.000.000.000 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;7;2;5;;;;;Nación;11;C;ENTIDADES FINANCIERAS; 	4.468.826.000 ; 	-   ; 	-   ; 	4.468.826.000 ; 	-   ; 	4.468.826.000 ; 	-   ; 	770.123.513 ; 	770.123.513 ; 	770.123.513 ; 	770.123.513 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;7;2;6;3;;;;Nación;11;C;TITULOS VALORES; 	18.837.032.442.166 ; 	-   ; 	1.910.000.000.000 ; 	16.927.032.442.166 ; 	-   ; 	16.927.032.442.166 ; 	-   ; 	16.835.289.899.547 ; 	16.835.289.899.547 ; 	16.835.289.899.547 ; 	16.835.289.899.547 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;7;2;6;5;;;;Nación;11;C;OPERACIONES TEMPORALES DE TESORERIA; 	663.356.000.000 ; 	-   ; 	600.000.000.000 ; 	63.356.000.000 ; 	-   ; 	63.356.000.000 ; 	-   ; 	254.845.041 ; 	254.845.041 ; 	254.845.041 ; 	254.845.041 
140100;SERVICIO DE LA DEUDA PUBLICA NACIONAL;;B;7;2;6;5;;;;Nación;11;S;OPERACIONES TEMPORALES DE TESORERIA; 	1.500.000.000.000 ; 	-   ; 	-   ; 	1.500.000.000.000 ; 	-   ; 	1.500.000.000.000 ; 	-   ; 	1.038.739.321.529 ; 	1.038.739.321.529 ; 	1.023.750.285.500 ; 	1.023.750.285.500 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;1;0;1;1;;;;Nación;10;C;SUELDOS DE PERSONAL DE NOMINA; 	23.944.000.000 ; 	2.837.260.542 ; 	-   ; 	26.781.260.542 ; 	-   ; 	26.625.203.501 ; 	156.057.041 ; 	26.625.203.501 ; 	26.625.203.501 ; 	26.625.203.501 ; 	26.625.203.501 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;1;0;1;4;;;;Nación;10;C;PRIMA TECNICA; 	432.000.000 ; 	1.287.612 ; 	-   ; 	433.287.612 ; 	-   ; 	430.712.388 ; 	2.575.224 ; 	430.712.388 ; 	430.712.388 ; 	430.712.388 ; 	430.712.388 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;1;0;1;5;;;;Nación;10;C;OTROS; 	24.607.000.000 ; 	7.923.479.441 ; 	-   ; 	32.530.479.441 ; 	-   ; 	32.290.766.211 ; 	239.713.230 ; 	32.290.766.211 ; 	32.290.766.211 ; 	32.290.766.211 ; 	32.290.766.211 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;1;0;1;9;;;;Nación;10;C;HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES; 	322.000.000 ; 	208.164.417 ; 	300.000.000 ; 	230.164.417 ; 	-   ; 	175.233.253 ; 	54.931.164 ; 	175.233.253 ; 	175.233.253 ; 	175.233.253 ; 	175.233.253 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;1;0;1;10;;;;Nación;10;C;OTROS GASTOS PERSONALES - PREVIO CONCEPTO DGPPN; 	113.500.000.000 ; 	-   ; 	113.500.000.000 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;1;0;2;;;;;Nación;10;C;SERVICIOS PERSONALES INDIRECTOS; 	7.340.000.000 ; 	-   ; 	198.948.852 ; 	7.141.051.148 ; 	-   ; 	7.051.876.295 ; 	89.174.853 ; 	7.051.876.295 ; 	7.051.876.295 ; 	6.577.014.639 ; 	6.577.014.639 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;1;0;5;;;;;Nación;10;C;CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO; 	11.298.000.000 ; 	2.210.556.840 ; 	-   ; 	13.508.556.840 ; 	-   ; 	13.143.969.554 ; 	364.587.286 ; 	13.143.969.554 ; 	13.143.969.554 ; 	13.143.577.886 ; 	13.143.577.886 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;2;0;3;;;;;Nación;10;C;IMPUESTOS Y MULTAS; 	93.000.000 ; 	-   ; 	91.800.000 ; 	1.200.000 ; 	-   ; 	98.000 ; 	1.102.000 ; 	98.000 ; 	98.000 ; 	98.000 ; 	98.000 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;2;0;4;;;;;Nación;10;C;ADQUISICION DE BIENES Y SERVICIOS; 	53.363.000.000 ; 	6.013.911.570 ; 	15.898.729.934 ; 	43.478.181.636 ; 	-   ; 	40.600.780.859 ; 	2.877.400.777 ; 	40.600.661.131 ; 	40.600.661.120 ; 	37.603.526.161 ; 	37.603.526.161 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;2;0;4;;;;;Nación;11;C;ADQUISICION DE BIENES Y SERVICIOS; 	-   ; 	18.486.088.430 ; 	18.486.088.430 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;2;0;4;;;;;Nación;11;S;ADQUISICION DE BIENES Y SERVICIOS; 	-   ; 	18.486.088.430 ; 	18.486.088.430 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;2;0;4;;;;;Nación;16;S;ADQUISICION DE BIENES Y SERVICIOS; 	7.078.000.000 ; 	-   ; 	500.000.000 ; 	6.578.000.000 ; 	-   ; 	6.014.075.958 ; 	563.924.042 ; 	6.014.075.958 ; 	6.014.075.958 ; 	5.843.976.874 ; 	5.843.976.874 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;2;0;4;;;;;Nación;50;S;ADQUISICION DE BIENES Y SERVICIOS; 	27.368.000.000 ; 	-   ; 	27.368.000.000 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;3;2;1;1;;;;Nación;11;S;CUOTA DE AUDITAJE CONTRANAL; 	21.777.000.000 ; 	-   ; 	3.219.636.026 ; 	18.557.363.974 ; 	-   ; 	18.557.363.974 ; 	-   ; 	18.557.363.974 ; 	18.557.363.974 ; 	18.557.363.974 ; 	18.557.363.974 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;3;2;2;19;;;;Nación;10;C;SUBVENCIONES A SATENA S.A. COMO UNICO OPERADOR DE RUTAS SOCIALES. ART. 240 LEY 1753 DE 2015; 	25.408.000.000 ; 	-   ; 	-   ; 	25.408.000.000 ; 	-   ; 	25.408.000.000 ; 	-   ; 	25.408.000.000 ; 	25.408.000.000 ; 	25.408.000.000 ; 	25.408.000.000 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;3;2;3;7;;;;Nación;10;C;TRANSFERENCIA CONVENIO ICETEX EN CUMPLIMIENTO DEL ARTICULO  4 LEY 1699 DE 2013; 	2.500.000.000 ; 	-   ; 	-   ; 	2.500.000.000 ; 	-   ; 	2.500.000.000 ; 	-   ; 	2.500.000.000 ; 	2.500.000.000 ; 	2.500.000.000 ; 	2.500.000.000 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;3;5;1;1;;;;Nación;10;C;MESADAS PENSIONALES; 	955.181.000.000 ; 	8.000.000.000 ; 	-   ; 	963.181.000.000 ; 	-   ; 	960.017.970.138 ; 	3.163.029.862 ; 	960.017.970.138 ; 	960.017.970.138 ; 	960.017.970.138 ; 	960.017.970.138 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;3;5;1;5;;;;Nación;10;C;BONOS PENSIONALES; 	7.883.000.000 ; 	16.878.069.745 ; 	-   ; 	24.761.069.745 ; 	-   ; 	24.760.307.927 ; 	761.818 ; 	24.760.307.927 ; 	24.760.307.927 ; 	24.760.307.927 ; 	24.760.307.927 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;3;5;1;8;;;;Nación;10;C;CUOTAS PARTES PENSIONALES; 	7.411.000.000 ; 	32.661.206.971 ; 	535.696.315 ; 	39.536.510.656 ; 	-   ; 	38.696.592.557 ; 	839.918.099 ; 	38.696.592.557 ; 	38.696.592.557 ; 	38.696.592.557 ; 	38.696.592.557 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;3;5;2;1;;;;Nación;10;C;CESANTIAS DEFINITIVAS; 	93.000.000 ; 	-   ; 	44.425.342 ; 	48.574.658 ; 	-   ; 	21.860.114 ; 	26.714.544 ; 	21.860.114 ; 	21.860.114 ; 	21.860.114 ; 	21.860.114 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;3;5;2;2;;;;Nación;10;C;CESANTIAS PARCIALES; 	40.000.000 ; 	8.695.425.342 ; 	-   ; 	8.735.425.342 ; 	-   ; 	8.735.425.342 ; 	-   ; 	8.735.425.342 ; 	8.735.425.342 ; 	8.735.425.342 ; 	8.735.425.342 
150101;MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL;;A;3;5;2;3;;;;Nación;10;C;DEUDA CESANTIAS FUERZAS MILITARES AFILIADOS CAJA PROMOTORA DE VIVIENDA MILITAR Y DE POLICIA -CPVMP; 	-   ; 	146.328.437 ; 	-   ; 	146.328.437 ; 	-   ; 	72.615.266 ; 	73.713.171 ; 	72.615.266 ; 	72.615.266 ; 	72.615.266 ; 	72.615.266 
