ANIO_TRIMESTRE;COD_CHIP;NOM_CHIP;COD_AMB;NOM_AMB;COD_DEPAR;NOM_DEPAR;COD_MUN;NOM_MUN;COD_CATEGORIA;NOM_CATEGORIA;DIPUTADOS;CONCEJALES;COD_VIG;NOM_VIG;COD_DEP;NOM_DEP;COD_CUENTA;NOM_CUENTA;COD_REC;NOM_REC;COD_ORIG;NOM_ORIG;COD_DEST;NOM_DEST;COD_FIN;NOM_FIN;COD_SIT;NOM_SIT;APR_INICIAL;ADICIONES;REDUCCIONES;CANCELACIONES;CREDITO;CONTRACREDITO;APLAZAMIENTO;DESAPLAZAMIENTO;APR_DEFINITIVA;CDP;REV_CDP;NETO_CDP;COMPR_CON_ANTICIPOS;COMPR_SIN_ANTICIPOS;REV_COMPROMISOS;NETO_COMPROMISOS;OBLIGACIONES;REV_OBLIGACIONES;NETO_OBLIGACIONES;PAGOS;ANU_PAGOS;NETO_PAGOS;RESERVAS_POT;CUENTAS_PAGAR_POT;OBLIGACIONES_EJECUTAR_POT
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.15                                   ;Alcantarillados y Redes;10;Recursos Corrientes;019;Recursos corrientes de otras transferencias para inversión;025;Agua Potable y Saneamiento Básico - Agua Potable;7063      ;Abastecimiento de agua; ;NULL;1.328.415.000;0;0;0;0;0;0;0;1.328.415.000;1.328.415.000;0;1.328.415.000;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.21                                   ;Rellenos Sanitarios;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;023;Agua Potable y Saneamiento Básico - Manejo y Control de Residuos Sólidos;7051      ;Manejo de residuos; ;NULL;288.000.000;0;0;0;0;0;0;0;288.000.000;265.345.642;0;265.345.642;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.21                                   ;Rellenos Sanitarios;10;Recursos Corrientes;003;Recursos corrientes de Estampillas;023;Agua Potable y Saneamiento Básico - Manejo y Control de Residuos Sólidos;7051      ;Manejo de residuos; ;NULL;500.000.000;0;0;0;680.000.000;500.000.000;0;0;680.000.000;680.000.000;0;680.000.000;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.21                                   ;Rellenos Sanitarios;11;Otros Recursos del Tesoro;047;Recursos de capital del Tesoro de la Nación, Otros Recursos de Tesorería y/o Superávit Fiscal / Recursos de capital de la Tesorería de entidades descentralizadas, Otros Recursos de Tesorería;023;Agua Potable y Saneamiento Básico - Manejo y Control de Residuos Sólidos;7051      ;Manejo de residuos; ;NULL;0;27.656.389;0;0;0;0;0;0;27.656.389;12.612.794;0;12.612.794;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.33                                   ;Carreteras, Caminos, Puentes y Similares;10;Recursos Corrientes;007;Recursos corrientes de Contribuciones;040;Transporte - Red Troncal Nacional Vial - Primaria;70443     ;Construcción; ;NULL;24.189.222.000;0;20.000.000.000;0;0;0;0;0;4.189.222.000;4.189.222.000;0;4.189.222.000;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.33                                   ;Carreteras, Caminos, Puentes y Similares;10;Recursos Corrientes;019;Recursos corrientes de otras transferencias para inversión;040;Transporte - Red Troncal Nacional Vial - Primaria;70443     ;Construcción; ;NULL;0;82.000.000.000;0;0;0;0;0;0;82.000.000.000;82.000.000.000;0;82.000.000.000;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.33                                   ;Carreteras, Caminos, Puentes y Similares;10;Recursos Corrientes;037;Recursos de capital del Tesoro de la Nación o de la Tesorería de entidades descentralizadas, Crédito;040;Transporte - Red Troncal Nacional Vial - Primaria;70443     ;Construcción; ;NULL;22.319.442.051;0;0;0;0;0;0;0;22.319.442.051;22.319.442.051;0;22.319.442.051;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.33                                   ;Carreteras, Caminos, Puentes y Similares;11;Otros Recursos del Tesoro;037;Recursos de capital del Tesoro de la Nación o de la Tesorería de entidades descentralizadas, Crédito;042;Transporte - Red Terciaria Vial - Caminos Vecinales;7045102   ;Transporte por carretera: Servicio de Terminal de Transporte Terrrestre; ;NULL;6.833.548.164;0;0;0;0;0;0;0;6.833.548.164;6.833.548.140;0;6.833.548.140;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.33                                   ;Carreteras, Caminos, Puentes y Similares;11;Otros Recursos del Tesoro;047;Recursos de capital del Tesoro de la Nación, Otros Recursos de Tesorería y/o Superávit Fiscal / Recursos de capital de la Tesorería de entidades descentralizadas, Otros Recursos de Tesorería;040;Transporte - Red Troncal Nacional Vial - Primaria;70443     ;Construcción; ;NULL;0;7.696.849.456;0;0;0;0;0;0;7.696.849.456;7.696.849.456;0;7.696.849.456;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.33                                   ;Carreteras, Caminos, Puentes y Similares;11;Otros Recursos del Tesoro;047;Recursos de capital del Tesoro de la Nación, Otros Recursos de Tesorería y/o Superávit Fiscal / Recursos de capital de la Tesorería de entidades descentralizadas, Otros Recursos de Tesorería;042;Transporte - Red Terciaria Vial - Caminos Vecinales;7045102   ;Transporte por carretera: Servicio de Terminal de Transporte Terrrestre; ;NULL;0;5.135.000.000;0;0;0;0;0;0;5.135.000.000;5.131.745.573;0;5.131.745.573;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.49                                   ;Planteles Educativos;10;Recursos Corrientes;003;Recursos corrientes de Estampillas;002;Educación - General;7095      ;Educación no definible por nivel; ;NULL;679.573.848;0;0;0;0;0;0;0;679.573.848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.49                                   ;Planteles Educativos;11;Otros Recursos del Tesoro;047;Recursos de capital del Tesoro de la Nación, Otros Recursos de Tesorería y/o Superávit Fiscal / Recursos de capital de la Tesorería de entidades descentralizadas, Otros Recursos de Tesorería;002;Educación - General;7095      ;Educación no definible por nivel; ;NULL;0;38.102.438.295;0;0;0;0;0;0;38.102.438.295;8.500.000.000;0;8.500.000.000;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.51                                   ;Escenarios Deportivos y Parques;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;072;Educación Física, Deporte y Recreación - Deporte;7081      ;Servicios recreativos y deportivos; ;NULL;3.375.742.238;0;0;0;0;0;0;0;3.375.742.238;3.375.742.238;0;3.375.742.238;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.51                                   ;Escenarios Deportivos y Parques;10;Recursos Corrientes;020;Recursos corrientes por derechos de explotación de monopolios;072;Educación Física, Deporte y Recreación - Deporte;7081      ;Servicios recreativos y deportivos; ;NULL;15.030.106.764;0;0;0;0;0;0;0;15.030.106.764;15.030.106.764;0;15.030.106.764;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.51                                   ;Escenarios Deportivos y Parques;11;Otros Recursos del Tesoro;047;Recursos de capital del Tesoro de la Nación, Otros Recursos de Tesorería y/o Superávit Fiscal / Recursos de capital de la Tesorería de entidades descentralizadas, Otros Recursos de Tesorería;072;Educación Física, Deporte y Recreación - Deporte;70443     ;Construcción; ;NULL;0;35.000.000.000;0;0;0;0;0;0;35.000.000.000;35.000.000.000;0;35.000.000.000;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.51                                   ;Escenarios Deportivos y Parques;11;Otros Recursos del Tesoro;047;Recursos de capital del Tesoro de la Nación, Otros Recursos de Tesorería y/o Superávit Fiscal / Recursos de capital de la Tesorería de entidades descentralizadas, Otros Recursos de Tesorería;072;Educación Física, Deporte y Recreación - Deporte;7081      ;Servicios recreativos y deportivos; ;NULL;0;42.839.402.229;0;0;0;0;0;0;42.839.402.229;42.839.402.229;0;42.839.402.229;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.55                                   ;Torres de Distribución de Energía, Plantas y Redes de Electrificación Rural y Urbana;10;Recursos Corrientes;003;Recursos corrientes de Estampillas;089;Sector Eléctrico - Distribución Eléctrica;70435     ;Electricidad; ;NULL;9.717.982.000;0;0;0;0;0;0;0;9.717.982.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.55                                   ;Torres de Distribución de Energía, Plantas y Redes de Electrificación Rural y Urbana;11;Otros Recursos del Tesoro;047;Recursos de capital del Tesoro de la Nación, Otros Recursos de Tesorería y/o Superávit Fiscal / Recursos de capital de la Tesorería de entidades descentralizadas, Otros Recursos de Tesorería;089;Sector Eléctrico - Distribución Eléctrica;70435     ;Electricidad; ;NULL;0;6.723.332.638;0;0;0;0;0;0;6.723.332.638;393.051.681;0;393.051.681;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.59                                   ;Vivienda Urbana y Rural;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;095;Vivienda - General;7066      ;Vivienda y servicios comunitarios - no clasificados; ;NULL;913.525.394;0;0;0;0;0;0;0;913.525.394;819.404.346;0;819.404.346;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.59                                   ;Vivienda Urbana y Rural;10;Recursos Corrientes;019;Recursos corrientes de otras transferencias para inversión;095;Vivienda - General;7066      ;Vivienda y servicios comunitarios - no clasificados; ;NULL;20.114.769.982;0;0;0;0;0;0;0;20.114.769.982;13.897.920.983;0;13.897.920.983;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.59                                   ;Vivienda Urbana y Rural;11;Otros Recursos del Tesoro;037;Recursos de capital del Tesoro de la Nación o de la Tesorería de entidades descentralizadas, Crédito;095;Vivienda - General;7065      ;Investigación y desarrollo: Vivienda y servicios comunitarios; ;NULL;12.680.890.970;0;0;0;0;0;0;0;12.680.890.970;12.680.890.970;0;12.680.890.970;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.59                                   ;Vivienda Urbana y Rural;11;Otros Recursos del Tesoro;042;Recursos de capital del Tesoro de la Nación o de la Tesorería de entidades descentralizadas, Reintegros, otros Recursos del Balance y Recursos no Apropiados;095;Vivienda - General;7066      ;Vivienda y servicios comunitarios - no clasificados; ;NULL;0;5.427.383.472;0;0;0;0;0;0;5.427.383.472;5.322.460.382;0;5.322.460.382;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.59                                   ;Vivienda Urbana y Rural;11;Otros Recursos del Tesoro;047;Recursos de capital del Tesoro de la Nación, Otros Recursos de Tesorería y/o Superávit Fiscal / Recursos de capital de la Tesorería de entidades descentralizadas, Otros Recursos de Tesorería;095;Vivienda - General;7066      ;Vivienda y servicios comunitarios - no clasificados; ;NULL;0;18.226.270.025;0;0;0;0;0;0;18.226.270.025;16.916.443.026;0;16.916.443.026;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.98                                   ;Otros Gastos en Construcción de Infraestructura propia del Sector;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;045;Transporte - Transporte Fluvial;70452     ;Transporte Fluvial y Marítimo; ;NULL;3.935.880.263;0;0;0;2.566.000.000;1.600.000.000;0;0;4.901.880.263;4.027.344.380;0;4.027.344.380;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.98                                   ;Otros Gastos en Construcción de Infraestructura propia del Sector;10;Recursos Corrientes;019;Recursos corrientes de otras transferencias para inversión;039;Transporte - General;70455     ;Transporte por Oleoductos, Gasoductos y otros sistemas de transporte; ;NULL;0;19.786.000.000;0;0;0;0;0;0;19.786.000.000;19.786.000.000;0;19.786.000.000;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.98                                   ;Otros Gastos en Construcción de Infraestructura propia del Sector;10;Recursos Corrientes;019;Recursos corrientes de otras transferencias para inversión;046;Transporte - Transporte Marítimo;70452     ;Transporte Fluvial y Marítimo; ;NULL;0;0;0;0;4.229.069.364;0;0;0;4.229.069.364;634.360.405;0;634.360.405;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.98                                   ;Otros Gastos en Construcción de Infraestructura propia del Sector;11;Otros Recursos del Tesoro;037;Recursos de capital del Tesoro de la Nación o de la Tesorería de entidades descentralizadas, Crédito;045;Transporte - Transporte Fluvial;70452     ;Transporte Fluvial y Marítimo; ;NULL;3.942.000.000;0;0;0;0;0;0;0;3.942.000.000;3.684.661.028;0;3.684.661.028;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.98                                   ;Otros Gastos en Construcción de Infraestructura propia del Sector;11;Otros Recursos del Tesoro;047;Recursos de capital del Tesoro de la Nación, Otros Recursos de Tesorería y/o Superávit Fiscal / Recursos de capital de la Tesorería de entidades descentralizadas, Otros Recursos de Tesorería;039;Transporte - General;70455     ;Transporte por Oleoductos, Gasoductos y otros sistemas de transporte; ;NULL;0;5.214.000.000;0;0;0;0;0;0;5.214.000.000;5.214.000.000;0;5.214.000.000;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.01.98                                   ;Otros Gastos en Construcción de Infraestructura propia del Sector;11;Otros Recursos del Tesoro;047;Recursos de capital del Tesoro de la Nación, Otros Recursos de Tesorería y/o Superávit Fiscal / Recursos de capital de la Tesorería de entidades descentralizadas, Otros Recursos de Tesorería;045;Transporte - Transporte Fluvial;70452     ;Transporte Fluvial y Marítimo; ;NULL;0;12.305.000.000;0;0;300.000.000;895.260.000;0;0;11.709.740.000;11.148.182.389;0;11.148.182.389;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.02.09                                   ;Compra de Lotes para Vivienda;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;095;Vivienda - General;7065      ;Investigación y desarrollo: Vivienda y servicios comunitarios; ;NULL;0;0;0;0;536.387.967;0;0;0;536.387.967;536.387.967;0;536.387.967;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.02.09                                   ;Compra de Lotes para Vivienda;11;Otros Recursos del Tesoro;037;Recursos de capital del Tesoro de la Nación o de la Tesorería de entidades descentralizadas, Crédito;095;Vivienda - General;7065      ;Investigación y desarrollo: Vivienda y servicios comunitarios; ;NULL;536.387.967;0;536.387.967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.02.98                                   ;Otros Gastos en Adquisición de Infraestructura propia del Sector;10;Recursos Corrientes;007;Recursos corrientes de Contribuciones;039;Transporte - General;70498     ;Asuntos económicos - no especificados; ;NULL;1.097.566.000;0;0;0;0;0;0;0;1.097.566.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.02.98                                   ;Otros Gastos en Adquisición de Infraestructura propia del Sector;11;Otros Recursos del Tesoro;047;Recursos de capital del Tesoro de la Nación, Otros Recursos de Tesorería y/o Superávit Fiscal / Recursos de capital de la Tesorería de entidades descentralizadas, Otros Recursos de Tesorería;039;Transporte - General;70498     ;Asuntos económicos - no especificados; ;NULL;0;800.000.000;0;0;0;0;0;0;800.000.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.03.01                                   ;Edificios Públicos;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;061;Desarrollo Industrial - Gran Industria;70493     ;Asuntos económicos - no clasificados: Licores, Bebidas y Alcoholes; ;NULL;1.315.916.000;0;0;0;0;1.315.916.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.03.05                                   ;Rehabilitación de Infraestructura ya Existente;11;Otros Recursos del Tesoro;037;Recursos de capital del Tesoro de la Nación o de la Tesorería de entidades descentralizadas, Crédito;095;Vivienda - General;7065      ;Investigación y desarrollo: Vivienda y servicios comunitarios; ;NULL;4.930.871.546;0;0;0;0;0;0;0;4.930.871.546;4.930.871.546;0;4.930.871.546;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.03.07                                   ;Protección y Dragado de Cuencas y Hoyas Hidrográficas;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;018;Administración y Protección del Medio Ambiente - Conservación;7055      ;Investigación y desarrollo: Protección del medio ambiente; ;NULL;1.175.000.000;0;0;0;0;0;0;0;1.175.000.000;901.158.788;0;901.158.788;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.03.07                                   ;Protección y Dragado de Cuencas y Hoyas Hidrográficas;10;Recursos Corrientes;019;Recursos corrientes de otras transferencias para inversión;018;Administración y Protección del Medio Ambiente - Conservación;7055      ;Investigación y desarrollo: Protección del medio ambiente; ;NULL;13.483.006.837;0;0;0;0;0;0;0;13.483.006.837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.03.07                                   ;Protección y Dragado de Cuencas y Hoyas Hidrográficas;11;Otros Recursos del Tesoro;047;Recursos de capital del Tesoro de la Nación, Otros Recursos de Tesorería y/o Superávit Fiscal / Recursos de capital de la Tesorería de entidades descentralizadas, Otros Recursos de Tesorería;018;Administración y Protección del Medio Ambiente - Conservación;7055      ;Investigación y desarrollo: Protección del medio ambiente; ;NULL;0;24.609.644.125;0;0;0;0;0;0;24.609.644.125;13.117.430.908;0;13.117.430.908;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.03.11                                   ;Programas de Saneamiento Ambiental;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;017;Administración y Protección del Medio Ambiente - General;7054      ;Protección de la diversidad biológica y del paisaje; ;NULL;250.000.000;0;0;0;0;0;0;0;250.000.000;49.993.000;0;49.993.000;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.03.11                                   ;Programas de Saneamiento Ambiental;10;Recursos Corrientes;002;Recursos corrientes de Impuestos;018;Administración y Protección del Medio Ambiente - Conservación;7056      ;Protección del medio ambiente - no clasificados; ;NULL;0;0;0;0;638.030.000;0;0;0;638.030.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.03.17                                   ;Mataderos, Plazas de Mercado, Cementerios;10;Recursos Corrientes;019;Recursos corrientes de otras transferencias para inversión;051;Desarrollo Agropecuario, Silvicultura y Pesca - Pecuario;7042102   ;Agricultura: Semovientes; ;NULL;4.402.880.436;0;0;0;130.989.775;0;0;0;4.533.870.211;4.533.870.211;0;4.533.870.211;0;0;0;0;0;0;0;0;0;0;0;0;0
20181201;110505000;DEPARTAMENTO DE ANTIOQUIA;21;ADMÓN CTRAL TERR - DEPTOS;05;ANTIOQUIA;05001;MEDELLÍN;E;Especial;26;0;1;Vigencia Actual;   ;NULL;2.3.01.01.03.17                                   ;Mataderos, Plazas de Mercado, Cementerios;11;Otros Recursos del Tesoro;047;Recursos de capital del Tesoro de la Nación, Otros Recursos de Tesorería y/o Superávit Fiscal / Recursos de capital de la Tesorería de entidades descentralizadas, Otros Recursos de Tesorería;051;Desarrollo Agropecuario, Silvicultura y Pesca - Pecuario;7042102   ;Agricultura: Semovientes; ;NULL;0;0;0;0;1.634.010.225;0;0;0;1.634.010.225;1.403.776.720;0;1.403.776.720;0;0;0;0;0;0;0;0;0;0;0;0;0
