UEJ;NOMBRE UEJ;RUBRO;TIPO;CTA;"SUB
CTA";OBJ;ORD;"SOR
ORD";ITEM;"SUB
ITEM";FUENTE;REC;SIT;DESCRIPCION;OBLIGACION;ORDEN PAGO;PAGOS
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-113-104-2;C;113;104;2;;;;;Nación;11;CSF;MEJORAMIENTO SISTEMA DE ACUEDUCTO- ALCANTARILLADO DE UNIDADES DEL EJERCITO;$ 858.000.000,00;$ 858.000.000,00;$ 858.000.000,00
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-100-1;C;213;100;1;;;;;Nación;11;CSF;MANTENIMIENTO MAYOR DE COMUNICACIONES;$ 2.063.004.356,00;$ 2.063.004.356,00;$ 2.063.004.356,00
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-100-2;C;213;100;2;;;;;Nación;11;CSF;ADQUISICION MATERIAL TECNICO DE INTELIGENCIA;$ 2.949.073.089,31;$ 2.949.073.089,31;$ 2.949.073.089,31
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-100-3;C;213;100;3;;;;;Nación;11;CSF;ADQUISICION EQUIPO DE SISTEMAS.;$ 254.237.319,36;$ 254.237.319,36;$ 254.237.319,36
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-100-4;C;213;100;4;;;;;Nación;11;CSF;MANTENIMIENTO MAYOR VEHICULOS BLINDADOS;$ 1.466.230.858,09;$ 1.466.230.858,09;$ 1.466.230.858,09
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-100-7;C;213;100;7;;;;;Nación;11;CSF;ADQUISICION Y RENOVACION MATERIAL DE GUERRA.;$ 435.986.886,00;$ 435.986.886,00;$ 435.986.886,00
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-104-1;C;213;104;1;;;;;Nación;11;CSF;ADQUISICION DE MUNICION;$ 10.595.039.511,50;$ 10.595.039.511,50;$ 10.595.039.511,50
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-104-3;C;213;104;3;;;;;Nación;11;CSF;MANTENIMIENTO MAYOR EQUIPO DE TRANSPORTES DEL EJERCITO;$ 1.008.128.298,23;$ 1.008.128.298,23;$ 1.008.128.298,23
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-104-4;C;213;104;4;;;;;Nación;11;CSF;MANTENIMIENTO MAYOR EQUIPO DE INGENIEROS FIJO Y DE COMBATE.;$ 491.833.052,00;$ 491.833.052,00;$ 491.833.052,00
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-104-5;C;213;104;5;;;;;Nación;11;CSF;ADQUISICION EQUIPO DE INGENIEROS FIJO Y DE COMBATE;$ 1.640.412.787,00;$ 1.640.412.787,00;$ 1.640.412.787,00
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-104-8;C;213;104;8;;;;;Nación;11;CSF;MANTENIMIENTO MAYOR DE ARMAMENTO.;$ 5.643.555.899,39;$ 5.643.555.899,39;$ 5.643.555.899,39
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-104-9;C;213;104;9;;;;;Nación;11;CSF;MANTENIMIENTO MAYOR EQUIPO AERONAUTICO;$ 37.325.964.762,37;$ 37.325.964.762,37;$ 37.325.964.762,37
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-104-10;C;213;104;10;;;;;Nación;11;CSF;ADQUISICION Y RENOVACION DE MUNICIONES DE ARTILLERIA REGION CENTROORIENTE;$ 2.513.397.622,00;$ 2.513.397.622,00;$ 2.513.397.622,00
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-104-11;C;213;104;11;;;;;Nación;11;CSF;FORTALECIMIENTO DE LAS CAPACIDADES DE COMANDO Y CONTROL DEL EJERCITO NACIONAL;$ 1.322.042.785,00;$ 1.322.042.785,00;$ 1.322.042.785,00
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-104-13;C;213;104;13;;;;;Nación;11;CSF;ADQUISICIÓN DE SISTEMAS Y EQUIPOS DE INTENDENCIA PARA EL FORTALECIMIENTO DE LA CAPACIDAD DE OPERACIONES AEROTRANSPORTADAS DEL EJERCITO NACIONAL;$ 3.874.028.340,00;$ 3.874.028.340,00;$ 3.874.028.340,00
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-213-104-14;C;213;104;14;;;;;Nación;11;CSF;ADQUISICION VEHICULOS BLINDADOS DE APOYO A NIVEL NACIONAL - PAGOS PASIVOS EXIGIBLES VIGENCIA EXPIRADA;$ 281.636.008,00;$ 281.636.008,00;$ 281.636.008,00
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-310-104-1;C;310;104;1;;;;;Nación;11;CSF;ASESORÍA DIAGNÓSTICO, DISEÑO Y SENSIBILIZACIÓN DEL PLAN ESTRATÉGICO DEL SISTEMA EDUCATIVO MILITAR A NIVEL NACIONAL;$ 382.620.922,27;$ 382.620.922,27;$ 382.620.922,27
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-310-104-2;C;310;104;2;;;;;Nación;11;CSF;CAPACITACIÓN DE OFICIALES Y SUBOFICIALES EN TÉCNICA, TÁCTICA, ESTRATEGIA MILITAR Y DISCIPLINAS COMPLEMENTARIAS DEL EJÉRCITO NACIONAL;$ 11.000.000,00;$ 11.000.000,00;$ 11.000.000,00
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-520-100-1;C;520;100;1;;;;;Nación;11;CSF;IMPLEMENTACIÓN UNIDAD DE CIBERDEFENSA EJERCITO;$ 517.716.296,53;$ 517.716.296,53;$ 517.716.296,53
15-01-03;MINISTERIO DE DEFENSA NACIONAL - EJERCITO;C-520-1000-122;C;520;1000;122;;;;;Nación;11;CSF;AMPLIACIÓN DE LA ACCIÓN INTEGRAL PARA LA RECUPERACIÓN DE ZONAS VULNERABLES DEL TERRITORIO  NACIONAL;$ 624.204.493,50;$ 624.204.493,50;$ 624.204.493,50
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;A-1-0-1-1;A;1;0;1;1;;;;Nación;10;CSF;SUELDOS DE PERSONAL DE NOMINA;$ 885.715,20;$ 885.715,20;$ 885.715,20
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;A-1-0-1-5;A;1;0;1;5;;;;Nación;10;CSF;OTROS;$ 403.369.947,48;$ 403.369.947,48;$ 403.369.947,48
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 75.910.997,00;$ 75.910.997,00;$ 75.910.997,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;A-1-0-2;A;1;0;2;;;;;Nación;16;SSF;SERVICIOS PERSONALES INDIRECTOS;$ 253.297.432,67;$ 253.297.432,67;$ 253.297.432,67
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;A-1-0-5;A;1;0;5;;;;;Nación;10;CSF;CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO;$ 5.166.410.824,65;$ 5.166.410.824,65;$ 5.166.410.824,65
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 40.607.630.586,41;$ 40.607.630.586,41;$ 40.607.630.586,41
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;A-2-0-4;A;2;0;4;;;;;Nación;16;SSF;ADQUISICION DE BIENES Y SERVICIOS;$ 1.925.910.039,80;$ 1.925.910.039,80;$ 1.925.910.039,80
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;A-2-0-4;A;2;0;4;;;;;Nación;50;SSF;ADQUISICION DE BIENES Y SERVICIOS;$ 99.973,16;$ 99.973,16;$ 99.973,16
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;A-2-0-4-999;A;2;0;4;999;;;;Nación;10;CSF;PAGOS PASIVOS EXIGIBLES VIGENCIA EXPIRADAS;$ 15.646.023,66;$ 15.646.023,66;$ 15.646.023,66
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-100-109;C;111;100;109;;;;;Nación;11;CSF;CONSTRUCCION ADECUACION Y DOTACION DE LA ESCUELA NAVAL DE SUBOFICIALES- BARRANQUILLA;$ 480.308.036,68;$ 480.308.036,68;$ 480.308.036,68
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-100-110;C;111;100;110;;;;;Nación;11;CSF;CONSTRUCCION ADECUACION Y DOTACION ESCUELA NAVAL ALMIRANTE PADILLA - CARTAGENA;$ 3.031.907.508,43;$ 3.031.907.508,43;$ 3.031.907.508,43
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-100-112;C;111;100;112;;;;;Nación;11;CSF;CONSTRUCCION Y DESARROLLO INTEGRAL DE LA INFRAESTRUCTURA FISICA DELCUERPO DE GUARDACOSTAS   EN LA COSTA CARIBE, PACIFICO Y SUR DEL PAIS;$ 1.207.803.505,00;$ 1.207.803.505,00;$ 1.207.803.505,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-100-114;C;111;100;114;;;;;Nación;11;CSF;CONSTRUCCION ADECUACION DOTACION DE LAS INSTALACIONES  DE LA I BRIGADA Y OTRAS UNIDADES A NIVEL NACIONAL;$ 685.000.000,00;$ 685.000.000,00;$ 685.000.000,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-100-120;C;111;100;120;;;;;Nación;11;CSF;IMPLEMENTACION Y DESARROLLO DE LA INFRAESTRUCTURA DE ALOJAMIENTOS MILITARES A NIVEL NACIONAL;$ 2.190.365.498,80;$ 2.190.365.498,80;$ 2.190.365.498,80
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-100-127;C;111;100;127;;;;;Nación;11;CSF;CONSTRUCCIÓN ADECUACIÓN Y DOTACIÓN DE LAS INSTALACIONES DE LA BRIGADA DE INFANTERÍA DE MARINA NO 2 Y UNIDADES ADSCRITAS GENERAL BRIM2;$ 417.100.000,00;$ 417.100.000,00;$ 417.100.000,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-100-130;C;111;100;130;;;;;Nación;11;CSF;CONSTRUCCIÓN , ADECUACIÓN Y DOTACIÓN DE LAS INSTALACIONES DE LA BRIGADA DE INFANTERÍA DE MARINA NO 3 Y UNIDADES ADSCRITAS;$ 1.435.078.251,00;$ 1.435.078.251,00;$ 1.435.078.251,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-100-131;C;111;100;131;;;;;Nación;11;CSF;CONSTRUCCIÓN , ADECUACIÓN Y DOTACIÓN INSTALACIONES BASE NAVAL ARC BOLÍVAR;$ 4.479.801.191,43;$ 4.479.801.191,43;$ 4.479.801.191,43
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-100-133;C;111;100;133;;;;;Nación;11;CSF;CONSTRUCCIÓN , ADECUACIÓN Y DOTACIÓN INSTALACIONES BASE NAVAL ARC LEGUÍZAMO;$ 74.338.368,00;$ 74.338.368,00;$ 74.338.368,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-100-135;C;111;100;135;;;;;Nación;11;CSF;CONSTRUCCIÓN , ADECUACIÓN Y DOTACIÓN INSTALACIONES BASE NAVAL ARC ORINOQUÍA;$ 74.338.368,00;$ 74.338.368,00;$ 74.338.368,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-100-137;C;111;100;137;;;;;Nación;11;CSF;CONSTRUCCIÓN , ADECUACION, MODERNIZACIÓN Y DOTACION DE LA DIRECCIÓN DE CONTROL Y RESERVA NAVAL Y SUS DISTRITOS A NIVEL NACIONAL;$ 2.109.360.724,07;$ 2.109.360.724,07;$ 2.109.360.724,07
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-100-139;C;111;100;139;;;;;Nación;11;CSF;ADQUISICIÓN ,MODERNIZACIÓN, DOTACIÓN E IMPLEMENTACIÓN DE UN CENTRO RECREATIVO EN BOGOTÁ;$ 16.000.000.000,00;$ 16.000.000.000,00;$ 16.000.000.000,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-100-140;C;111;100;140;;;;;Nación;11;CSF;CONSTRUCCION ,ADECUACION Y DOTACION DE LAS INSTALACIONES DE LA BRIGADA DE INFANTERIA DE MARINA NO 4 Y UNIDADES ADSCRITAS;$ 365.000.000,00;$ 365.000.000,00;$ 365.000.000,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-100-141;C;111;100;141;;;;;Nación;11;CSF;CONSTRUCCION, ADECUACION Y DOTACION INSTALACIONES DE UNA NUEVA BASE NAVAL ARC EN EL ATLANTICO;$ 291.200.000,00;$ 291.200.000,00;$ 291.200.000,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-111-1203-1;C;111;1203;1;;;;;Nación;11;CSF;DISEÑO Y DESARROLLO DE LA INFRAESTRUCTURA AMBIENTAL PARA LAS UNIDADES DE LA ARMADA A NIVEL NACIONAL;$ 1.369.875.628,24;$ 1.369.875.628,24;$ 1.369.875.628,24
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-4;C;213;100;4;;;;;Nación;11;CSF;ADQUISICION DOTACION Y MANTENIMIENTO EQUIPO MILITAR A NIVEL  NACIONAL;$ 1.280.301.937,41;$ 1.280.301.937,41;$ 1.280.301.937,41
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-5;C;213;100;5;;;;;Nación;11;CSF;ADQUISICION EQUIPO DE MOVILIDAD PARA LA ARMADA NACIONAL - INFANTERIA DE MARINA A NIVEL NACIONAL;$ 1.908.992.143,00;$ 1.908.992.143,00;$ 1.908.992.143,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-7;C;213;100;7;;;;;Nación;11;CSF;ADQUISICION DE UNIDADES PATRULLERAS PARA ZONA ECONOMICA EXCLUSIVA YDE COSTAS EN LA COSTA ATLANTICA Y OCCIDENTE DEL PAIS;$ 7.303.202.650,52;$ 7.303.202.650,52;$ 7.303.202.650,52
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-8;C;213;100;8;;;;;Nación;10;CSF;ACTUALIZACION MODERNIZACION REPOTENCIACION Y EXTENSION DE LA VIDA UTIL DE LAS FRAGATAS MISILERAS A NIVEL NACIONAL;$ 7.476.197.852,52;$ 7.476.197.852,52;$ 7.476.197.852,52
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-8;C;213;100;8;;;;;Nación;11;CSF;ACTUALIZACION MODERNIZACION REPOTENCIACION Y EXTENSION DE LA VIDA UTIL DE LAS FRAGATAS MISILERAS A NIVEL NACIONAL;$ 7.979.880.162,24;$ 7.979.880.162,24;$ 7.979.880.162,24
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-9;C;213;100;9;;;;;Nación;11;CSF;DISENO Y CONTRUCCION SISTEMA DE CONTROL DE ARMAS ESTABILIZADO PARA UNIDADES A FLOTE  A NIVEL NACIONAL;$ 3.453.753.769,50;$ 3.453.753.769,50;$ 3.453.753.769,50
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-10;C;213;100;10;;;;;Nación;11;CSF;IMPLEMENTACION Y FORTALECIMIENTO DE LA INTELIGENCIA NAVAL A NIVEL NACIONAL;$ 1.434.918.800,00;$ 1.434.918.800,00;$ 1.434.918.800,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-11;C;213;100;11;;;;;Nación;10;CSF;ADQUISICION Y DOTACIÓN DE UNIDADES ESPECIALES PARA COBERTURA FLUVIAL Y MARÍTIMA A NIVEL NACIONAL;$ 833.300.800,87;$ 833.300.800,87;$ 833.300.800,87
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-11;C;213;100;11;;;;;Nación;11;CSF;ADQUISICION Y DOTACIÓN DE UNIDADES ESPECIALES PARA COBERTURA FLUVIAL Y MARÍTIMA A NIVEL NACIONAL;$ 19.384.005.603,21;$ 19.384.005.603,21;$ 19.384.005.603,21
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-13;C;213;100;13;;;;;Nación;10;CSF;ADQUISICION Y DOTACIÓN DE UNIDADES DE LA FUERZA SUBMARINA DE LA ARMADA NACIONAL;$ 11.318.818.295,00;$ 11.318.818.295,00;$ 11.318.818.295,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-13;C;213;100;13;;;;;Nación;11;CSF;ADQUISICION Y DOTACIÓN DE UNIDADES DE LA FUERZA SUBMARINA DE LA ARMADA NACIONAL;$ 4.181.860.476,00;$ 4.181.860.476,00;$ 4.181.860.476,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-16;C;213;100;16;;;;;Nación;11;CSF;ADQUISICION MUNICION PARA LA ARMADA NACIONAL  A NIVEL NACIONAL;$ 5.762.859.351,75;$ 5.762.859.351,75;$ 5.762.859.351,75
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-18;C;213;100;18;;;;;Nación;11;CSF;ADQUISICION Y RENOVACION SISTEMAS DE COMUNICACIONES DE LA ARC A NIVEL NACIONAL;$ 2.495.861.508,29;$ 2.495.861.508,29;$ 2.495.861.508,29
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-19;C;213;100;19;;;;;Nación;11;CSF;MANTENIMIENTO , REPARACION Y DOTACION UNIDADES A FLOTE, SUBMARINAS,AEREAS Y AUXILIARES A NIVEL NACIONAL;$ 47.089.676.603,00;$ 47.089.676.603,00;$ 47.089.676.603,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-21;C;213;100;21;;;;;Nación;11;CSF;ACTUALIZACIÓN ,ADQUISICIÓN Y DOTACIÓN DE EQUIPOS OPTRÓNICOS Y ESPECIALES PARA LA ARMADA NACIONAL;$ 3.568.653.716,00;$ 3.568.653.716,00;$ 3.568.653.716,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-23;C;213;100;23;;;;;Nación;11;CSF;FORTALECIMIENTO DE LOS SISTEMAS DE GESTIÓN DEL TALENTO HUMANO Y DE BIENESTAR DE LA ARMADA NACIONAL A NIVEL NACIONAL;$ 842.104.863,44;$ 842.104.863,44;$ 842.104.863,44
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-26;C;213;100;26;;;;;Nación;11;CSF;ACTUALIZACION, MODERNIZACION, REPOTENCIACION Y EXTENSION DE LA VIDA UTIL DE LAS FRAGATAS MISILERAS A NIVEL NACIONAL - PAGOS PASIVOS EXIGIBLES VIGENCIA EXPIRADA;$ 1.189.119.702,14;$ 1.189.119.702,14;$ 1.189.119.702,14
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-29;C;213;100;29;;;;;Nación;11;CSF;AMPLIACION Y MODERNIZACION DE LA ESTRUCTURA AERONAVAL DE LA ARMADA NACIONAL A NIVEL NACIONAL - PAGOS PASIVOS EXIGIBLES VIGENCIA EXPIRADA;$ 577.434.238,73;$ 577.434.238,73;$ 577.434.238,73
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-213-100-30;C;213;100;30;;;;;Nación;11;CSF;MANTENIMIENTO, REPARACION Y DOTACION UNIDADES A FLOTE, SUBMARINAS, AEREAS Y AUXILIARES A NIVEL NACIONAL - PAGOS PASIVOS EXIGIBLES VIGENCIA EXPIRADA;$ 384.156.883,42;$ 384.156.883,42;$ 384.156.883,42
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-310-104-1;C;310;104;1;;;;;Nación;11;CSF;FORTALECIMIENTO DEL SISTEMA DE EDUCACION NAVAL CON ENFASIS EN LOS SUBPROCESOS DE FORMACION, CAPACITACION, INSTRUCCIÓN, ENTRENAMIENTO, DOCTRINA E INVESTIGACION A NIVEL NACIONAL;$ 1.399.387.332,56;$ 1.399.387.332,56;$ 1.399.387.332,56
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-410-100-1;C;410;100;1;;;;;Nación;11;CSF;INVESTIGACION Y DESARROLLO TECNOLOGICO PARA LA ARMADA A NIVEL NACIONAL;$ 916.115.367,00;$ 916.115.367,00;$ 916.115.367,00
15-01-04;MINISTERIO DE DEFENSA NACIONAL - ARMADA;C-410-100-2;C;410;100;2;;;;;Nación;11;CSF;DESARROLLO DE LAS CAPACIDADES REQUERIDAS PARA CONCEPTUALIZAR, DISEÑAR Y CONSTRUIR PLATAFORMAS ESTRATÉGICAS DE SUPERFICIE PARA LA ARMADA NACIONAL.;$ 1.027.583.838,00;$ 1.027.583.838,00;$ 1.027.583.838,00
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;A-1-0-1-1;A;1;0;1;1;;;;Nación;10;CSF;SUELDOS DE PERSONAL DE NOMINA;$ 100.558.963,20;$ 100.558.963,20;$ 100.558.963,20
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;A-1-0-1-5;A;1;0;1;5;;;;Nación;10;CSF;OTROS;$ 1.882.564.464,37;$ 1.882.564.464,37;$ 1.882.564.464,37
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;A-1-0-1-999;A;1;0;1;999;;;;Nación;10;CSF;PAGOS PASIVOS EXIGIBLES VIGENCIA EXPIRADAS;$ 1.440.000,00;$ 1.440.000,00;$ 1.440.000,00
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;A-1-0-2;A;1;0;2;;;;;Nación;10;CSF;SERVICIOS PERSONALES INDIRECTOS;$ 226.232.700,00;$ 226.232.700,00;$ 226.232.700,00
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;A-1-0-2;A;1;0;2;;;;;Nación;16;SSF;SERVICIOS PERSONALES INDIRECTOS;$ 118.559.324,54;$ 118.559.324,54;$ 118.559.324,54
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;A-1-0-2-999;A;1;0;2;999;;;;Nación;16;SSF;PAGO PASIVOS EXIGIBLES VIGENCIAS EXPIRADAS ;$ 10.532.645,00;$ 10.532.645,00;$ 10.532.645,00
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;A-1-0-5;A;1;0;5;;;;;Nación;10;CSF;CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO;$ 1.733.075.814,86;$ 1.733.075.814,86;$ 1.733.075.814,86
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;A-2-0-4;A;2;0;4;;;;;Nación;10;CSF;ADQUISICION DE BIENES Y SERVICIOS;$ 143.376.612.298,84;$ 143.376.612.298,84;$ 143.376.612.298,84
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;A-2-0-4;A;2;0;4;;;;;Nación;16;SSF;ADQUISICION DE BIENES Y SERVICIOS;$ 6.561.613.786,74;$ 6.561.613.786,74;$ 6.561.613.786,74
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;A-2-0-4-999;A;2;0;4;999;;;;Nación;10;CSF;PAGOS PASIVOS EXIGIBLES VIGENCIA EXPIRADAS;$ 3.699.200,00;$ 3.699.200,00;$ 3.699.200,00
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;A-3-5-2-1;A;3;5;2;1;;;;Nación;10;CSF;CESANTIAS DEFINITIVAS;$ 347.899.086,41;$ 347.899.086,41;$ 347.899.086,41
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;A-3-5-3-37;A;3;5;3;37;;;;Nación;10;CSF;PRESTACIONES SOCIALES;$ 4.083.908.614,50;$ 4.083.908.614,50;$ 4.083.908.614,50
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;C-111-104-1;C;111;104;1;;;;;Nación;11;CSF;CONSTRUCCION  ADECUACION, MANTENIMIENTO, ADQUISICION Y DOTACION DELA INFRAESTRUCTURA DE LA FUERZA AEREA A NIVEL NACIONAL;$ 5.082.521.698,53;$ 5.082.521.698,53;$ 5.082.521.698,53
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;C-111-104-1;C;111;104;1;;;;;Nación;11;SSF;CONSTRUCCION  ADECUACION, MANTENIMIENTO, ADQUISICION Y DOTACION DELA INFRAESTRUCTURA DE LA FUERZA AEREA A NIVEL NACIONAL;$ 630.381.193,67;$ 630.381.193,67;$ 630.381.193,67
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;C-111-1400-12;C;111;1400;12;;;;;Nación;11;CSF;CONSTRUCCION Y DOTACION VIVIENDA FISCAL PARA PERSONAL MILITAR EN LAS UNIDADES DE LA FUERZA AEREA  A NIVEL NACIONAL;$ 1.038.866.041,36;$ 1.038.866.041,36;$ 1.038.866.041,36
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;C-113-104-1;C;113;104;1;;;;;Nación;11;CSF;MEJORAMIENTO DE LA CAPACIDAD REPARADORA DE MANTENIMIENTO AERONAUTICO  Y EQUIPOS DE RAMPA DE LAS UNIDADES FAC  A NIVEL NACIONAL;$ 450.000.000,00;$ 450.000.000,00;$ 450.000.000,00
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;C-113-104-3;C;113;104;3;;;;;Nación;11;CSF;ADQUISICION E IMPLEMENTACION DEL SISTEMA DE SEGURIDAD ELECTRONICA YMEDIDAS PASIVAS PARA LAS BASES AEREAS;$ 3.530.790.650,00;$ 3.530.790.650,00;$ 3.530.790.650,00
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;C-211-100-60;C;211;100;60;;;;;Nación;10;CSF;ACTUALIZACION MODERNIZACION Y EXTENSION DE LA VIDA UTIL DEL EQUIPO AERONAUTICO DE LA FAC A NIVEL NACIONAL;$ 198.647.580,64;$ 198.647.580,64;$ 198.647.580,64
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;C-211-100-60;C;211;100;60;;;;;Nación;11;CSF;ACTUALIZACION MODERNIZACION Y EXTENSION DE LA VIDA UTIL DEL EQUIPO AERONAUTICO DE LA FAC A NIVEL NACIONAL;$ 326.784.258,82;$ 326.784.258,82;$ 326.784.258,82
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;C-213-100-1;C;213;100;1;;;;;Nación;11;CSF;ADQUISICION RED SISTEMAS METEOROLOGICOS PARA LA FAC;$ 168.837.237,30;$ 168.837.237,30;$ 168.837.237,30
15-01-05;MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA;C-213-100-2;C;213;100;2;;;;;Nación;11;CSF;MEJORAMIENTO DE LA INVESTIGACION, CIENCIA Y TECNOLOGIA EN LA FUERZA AEREA A NIVEL NACIONAL;$ 70.149.991,00;$ 70.149.991,00;$ 70.149.991,00
