UEJ;NOMBRE UEJ;RUBRO;TIPO;CTA;"SUB
CTA";OBJ;ORD;"SOR
ORD";ITEM;"SUB
ITEM";FUENTE;REC;SIT;DESCRIPCION;APR. INICIAL;APR. ADICIONADA;APR. REDUCIDA;APR. VIGENTE;APR BLOQUEADA;CDP;APR. DISPONIBLE;COMPROMISO;OBLIGACION;ORDEN PAGO;PAGOS
30101;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;VIGENCIA AC;C;520;1000;134;;;;;Nación;15;S;FORTALECIMIENTO DE LA PLANEACIÓN Y COORDINACIÓN DE LAS POLÍTICAS E INVERSIÓN PÚBLICA PARA LA GESTIÓN DEL DESARROLLO TERRITORIAL. NACIONAL; 	-   ; 	661.500.000 ; 	601.199.865 ; 	60.300.135 ; 	-   ; 	-   ; 	60.300.135 ; 	-   ; 	-   ; 	-   ; 	-   
30101;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;VIGENCIA AC;C;520;1000;134;;;;;Nación;25;C;FORTALECIMIENTO DE LA PLANEACIÓN Y COORDINACIÓN DE LAS POLÍTICAS E INVERSIÓN PÚBLICA PARA LA GESTIÓN DEL DESARROLLO TERRITORIAL. NACIONAL; 	-   ; 	661.500.000 ; 	661.500.000 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
30101;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;VIGENCIA AC;C;520;1000;135;;;;;Nación;10;C;FORTALECIMIENTO DE LA PLANEACIÓN ESTRATÉGICA SECTORIAL DE LARGO PLAZO NACIONAL; 	10.249.636.996 ; 	347.000.000 ; 	650.000.000 ; 	9.946.636.996 ; 	-   ; 	9.720.752.066 ; 	225.884.930 ; 	9.697.446.100 ; 	9.640.796.920 ; 	8.143.223.643 ; 	8.143.223.643 
30101;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;VIGENCIA AC;C;520;1000;135;;;;;Nación;14;C;FORTALECIMIENTO DE LA PLANEACIÓN ESTRATÉGICA SECTORIAL DE LARGO PLAZO NACIONAL; 	11.000.189.645 ; 	-   ; 	1.394.000.000 ; 	9.606.189.645 ; 	-   ; 	9.067.813.679 ; 	538.375.966 ; 	9.046.833.236 ; 	9.040.106.020 ; 	6.216.408.642 ; 	6.216.408.642 
30101;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;VIGENCIA AC;C;520;1000;138;;;;;Nación;10;C;APOYO A LA IMPLEMENTACIÓN DE LA POLÍTICA DE TRANSPORTE URBANO EN LOS MUNICIPIOS DE LA ESTRATEGIA DE VIVIENDA Y CIUD. AMABLES NACIONAL; 	1.253.000.000 ; 	-   ; 	-   ; 	1.253.000.000 ; 	-   ; 	1.221.384.781 ; 	31.615.219 ; 	1.219.666.964 ; 	1.166.266.964 ; 	909.472.627 ; 	909.472.627 
30101;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;VIGENCIA AC;C;520;1000;139;;;;;Nación;14;C;APOYO TÉCNICO PARA LA IMPLEMENTACIÓN DE LAS ESTRATEGIAS DE LA POLÍTICA LOGÍSTICA NACIONAL; 	4.562.983.008 ; 	-   ; 	605.000.000 ; 	3.957.983.008 ; 	-   ; 	3.940.713.302 ; 	17.269.706 ; 	3.929.812.690 ; 	3.929.812.690 ; 	2.421.333.706 ; 	2.421.333.706 
30101;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;VIGENCIA AC;C;520;1000;142;;;;;Nación;10;C;FORTALECIMIENTO DEL SISTEMA NACIONAL DE EVALUACIÓN Y DE GESTIÓN DE RESULTADOS - SINERGIA EN EL NIVEL NACIONAL Y TERRITORIAL; 	8.370.473.567 ; 	-   ; 	-   ; 	8.370.473.567 ; 	-   ; 	7.612.459.486 ; 	758.014.081 ; 	7.606.680.115 ; 	7.602.333.744 ; 	5.097.461.714 ; 	5.097.461.714 
30101;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;VIGENCIA AC;C;520;1000;143;;;;;Nación;10;C;FORTALECIMIENTO DE LA INNOVACIÓN SOCIAL EN LA GESTIÓN PÚBLICA NACIONAL; 	453.816.554 ; 	-   ; 	107.093.323 ; 	346.723.231 ; 	-   ; 	341.083.329 ; 	5.639.902 ; 	333.915.321 ; 	333.915.321 ; 	320.007.540 ; 	320.007.540 
30101;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;VIGENCIA AC;C;520;1000;144;;;;;Nación;10;C;FORTALECIMIENTO DE LA GESTION INSTITUCIONAL Y ORGANIZACIONAL DEL DEPARTAMENTO NACIONAL DE PLANEACION NACIONAL; 	1.615.254.066 ; 	-   ; 	168.525.000 ; 	1.446.729.066 ; 	-   ; 	1.207.102.283 ; 	239.626.783 ; 	1.207.102.283 ; 	1.206.518.547 ; 	490.446.426 ; 	490.446.426 
30101;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;VIGENCIA AC;C;520;1000;145;;;;;Nación;10;C;FORTALECIMIENTO CAPACIDADES TÉCNICAS E INSTITUCIONALES PARA EL DISEÑO, IMPLEMENTACIÓN, SEGUIMIENTO Y EVALUACIÓN DE POLÍTICAS PÚBLICA DE DESARROLLO EMPRESARIAL NACIONAL; 	1.308.768.602 ; 	300.000.000 ; 	61.000.000 ; 	1.547.768.602 ; 	-   ; 	1.492.902.240 ; 	54.866.362 ; 	1.444.786.288 ; 	1.444.786.288 ; 	1.271.603.985 ; 	1.271.603.985 
30101;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;VIGENCIA AC;C;520;1000;148;;;;;Nación;10;C;FORTALECIMIENTO DEL SISTEMA NACIONAL DE COMPETITIVIDAD A NIVEL NACIONAL - PAGOS PASIVOS EXIGIBLES VIGENCIA EXPIRADA; 	-   ; 	168.525.000 ; 	-   ; 	168.525.000 ; 	-   ; 	160.767.500 ; 	7.757.500 ; 	160.767.500 ; 	160.767.500 ; 	160.767.500 ; 	160.767.500 
30101;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;VIGENCIA AC;C;630;1000;112;;;;;Nación;10;C;APOYO A ENTIDADES PUBLICAS NACIONALES, PARA PROGRAMAS Y PROYECTOS PARA EL DESARROLLO ECONOMICO, SOCIAL,  DE CONVERGENCIA Y DESARROLLO REGIONAL A NIVEL NACIONAL - DISTRIBUCION PREVIO CONCEPTO DNP; 	120.000.000.000 ; 	-   ; 	119.564.962.464 ; 	435.037.536 ; 	37.536 ; 	435.000.000 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
30101;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;VIGENCIA AC;C;630;1000;112;;;;;Nación;11;S;APOYO A ENTIDADES PUBLICAS NACIONALES, PARA PROGRAMAS Y PROYECTOS PARA EL DESARROLLO ECONOMICO, SOCIAL,  DE CONVERGENCIA Y DESARROLLO REGIONAL A NIVEL NACIONAL - DISTRIBUCION PREVIO CONCEPTO DNP; 	25.000.000.000 ; 	-   ; 	22.308.155.126 ; 	2.691.844.874 ; 	2.691.844.874 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
30101;DEPARTAMENTO DE PLANEACION - GESTION GENERAL;VIGENCIA AC;C;630;1000;114;;;;;Nación;10;C;APOYO AL DESARROLLO DE PROYECTOS A TRAVES DEL FONDO REGIONAL PARA LOS CONTRATOS PLAN; 	145.000.000.000 ; 	-   ; 	-   ; 	145.000.000.000 ; 	-   ; 	144.999.999.999 ; 	1 ; 	144.999.999.999 ; 	83.791.091.612 ; 	81.499.424.946 ; 	81.499.424.946 
30300;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;VIGENCIA AC;A;1;0;1;1;;;;Nación;10;C;SUELDOS DE PERSONAL DE NOMINA; 	2.193.000.000 ; 	208.291.051 ; 	-   ; 	2.401.291.051 ; 	-   ; 	2.401.291.051 ; 	-   ; 	2.381.535.928 ; 	2.381.535.928 ; 	2.381.535.928 ; 	2.381.535.928 
30300;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;VIGENCIA AC;A;1;0;1;4;;;;Nación;10;C;PRIMA TECNICA; 	506.000.000 ; 	50.000.000 ; 	-   ; 	556.000.000 ; 	-   ; 	556.000.000 ; 	-   ; 	542.718.771 ; 	542.718.771 ; 	542.718.771 ; 	542.718.771 
30300;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;VIGENCIA AC;A;1;0;1;5;;;;Nación;10;C;OTROS; 	785.000.000 ; 	-   ; 	211.198.575 ; 	573.801.425 ; 	-   ; 	573.801.425 ; 	-   ; 	571.412.265 ; 	571.412.265 ; 	571.412.265 ; 	571.412.265 
30300;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;VIGENCIA AC;A;1;0;1;9;;;;Nación;10;C;HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES; 	30.000.000 ; 	-   ; 	-   ; 	30.000.000 ; 	-   ; 	30.000.000 ; 	-   ; 	27.730.008 ; 	27.730.008 ; 	27.730.008 ; 	27.730.008 
30300;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;VIGENCIA AC;A;1;0;2;;;;;Nación;10;C;SERVICIOS PERSONALES INDIRECTOS; 	1.078.640.000 ; 	-   ; 	53.932.000 ; 	1.024.708.000 ; 	-   ; 	1.023.698.647 ; 	1.009.353 ; 	1.022.424.880 ; 	1.021.508.214 ; 	972.304.954 ; 	972.304.954 
30300;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;VIGENCIA AC;A;1;0;5;;;;;Nación;10;C;CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO; 	1.065.000.000 ; 	-   ; 	47.092.476 ; 	1.017.907.524 ; 	-   ; 	1.017.907.524 ; 	0 ; 	989.444.410 ; 	989.444.410 ; 	989.444.410 ; 	989.444.410 
30300;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;VIGENCIA AC;A;2;0;3;;;;;Nación;10;C;IMPUESTOS Y MULTAS; 	4.000.000 ; 	-   ; 	-   ; 	4.000.000 ; 	-   ; 	-   ; 	4.000.000 ; 	-   ; 	-   ; 	-   ; 	-   
30300;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;VIGENCIA AC;A;2;0;4;;;;;Nación;10;C;ADQUISICION DE BIENES Y SERVICIOS; 	3.255.320.000 ; 	-   ; 	189.539.600 ; 	3.065.780.400 ; 	-   ; 	3.048.814.986 ; 	16.965.414 ; 	2.953.084.589 ; 	2.953.031.668 ; 	2.377.063.590 ; 	2.377.063.590 
30300;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;VIGENCIA AC;A;3;2;1;1;;;;Nación;11;S;CUOTA DE AUDITAJE CONTRANAL; 	37.000.000 ; 	-   ; 	-   ; 	37.000.000 ; 	-   ; 	28.607.241 ; 	8.392.759 ; 	28.607.241 ; 	28.607.241 ; 	28.607.241 ; 	28.607.241 
30300;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;VIGENCIA AC;C;520;1000;1;;;;;Nación;10;C;FORTALECIMIENTO DE LA CONTRATACIÓN PÚBLICA NACIONAL; 	4.278.960.000 ; 	-   ; 	10.000.000 ; 	4.268.960.000 ; 	-   ; 	4.268.508.351 ; 	451.649 ; 	4.214.277.242 ; 	4.214.277.242 ; 	3.835.070.393 ; 	3.835.070.393 
30300;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;VIGENCIA AC;C;520;1000;1;;;;;Nación;14;C;FORTALECIMIENTO DE LA CONTRATACIÓN PÚBLICA NACIONAL; 	5.721.040.000 ; 	-   ; 	358.000.000 ; 	5.363.040.000 ; 	-   ; 	5.363.027.304 ; 	12.696 ; 	5.333.435.941 ; 	4.972.490.501 ; 	4.867.682.423 ; 	4.867.682.423 
30300;UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.;VIGENCIA AC;C;520;1000;1;;;;;Nación;21;C;FORTALECIMIENTO DE LA CONTRATACIÓN PÚBLICA NACIONAL; 	1.041.795.000 ; 	-   ; 	-   ; 	1.041.795.000 ; 	-   ; 	1.040.885.789 ; 	909.211 ; 	1.028.021.787 ; 	1.028.021.787 ; 	1.000.159.271 ; 	1.000.159.271 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;1;0;1;1;;;;Nación;20;C;SUELDOS DE PERSONAL DE NOMINA; 	9.522.000.000 ; 	1.190.000.000 ; 	-   ; 	10.712.000.000 ; 	-   ; 	10.696.935.070 ; 	15.064.930 ; 	10.696.935.070 ; 	10.696.935.070 ; 	10.696.935.070 ; 	10.696.935.070 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;1;0;1;4;;;;Nación;20;C;PRIMA TECNICA; 	1.389.000.000 ; 	100.000.000 ; 	-   ; 	1.489.000.000 ; 	-   ; 	1.317.090.742 ; 	171.909.258 ; 	1.317.090.742 ; 	1.317.090.742 ; 	1.317.090.742 ; 	1.317.090.742 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;1;0;1;5;;;;Nación;20;C;OTROS; 	2.481.000.000 ; 	197.500.000 ; 	-   ; 	2.678.500.000 ; 	-   ; 	2.649.070.184 ; 	29.429.816 ; 	2.649.070.184 ; 	2.649.070.184 ; 	2.649.070.184 ; 	2.649.070.184 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;1;0;1;9;;;;Nación;20;C;HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES; 	184.000.000 ; 	210.100.000 ; 	-   ; 	394.100.000 ; 	-   ; 	343.692.771 ; 	50.407.229 ; 	343.692.771 ; 	343.692.771 ; 	343.692.771 ; 	343.692.771 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;1;0;1;10;;;;Nación;20;C;OTROS GASTOS PERSONALES - PREVIO CONCEPTO DGPPN; 	12.880.000.000 ; 	-   ; 	12.880.000.000 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;1;0;1;999;;;;Nación;20;C;PAGOS PASIVOS EXIGIBLES VIGENCIA EXPIRADAS; 	-   ; 	421.506 ; 	-   ; 	421.506 ; 	-   ; 	421.506 ; 	-   ; 	421.506 ; 	421.506 ; 	421.506 ; 	421.506 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;1;0;2;;;;;Nación;20;C;SERVICIOS PERSONALES INDIRECTOS; 	25.455.710.000 ; 	8.518.000.000 ; 	3.203.421.506 ; 	30.770.288.494 ; 	-   ; 	29.273.376.375 ; 	1.496.912.119 ; 	29.273.376.375 ; 	28.087.325.165 ; 	27.569.549.643 ; 	27.569.549.643 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;1;0;5;;;;;Nación;20;C;CONTRIBUCIONES INHERENTES A LA NOMINA SECTOR PRIVADO Y PUBLICO; 	4.430.000.000 ; 	644.200.000 ; 	-   ; 	5.074.200.000 ; 	-   ; 	4.780.278.849 ; 	293.921.151 ; 	4.780.278.849 ; 	4.780.278.849 ; 	4.780.278.849 ; 	4.780.278.849 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;2;0;3;;;;;Nación;20;C;IMPUESTOS Y MULTAS; 	139.000.000 ; 	19.286.090 ; 	-   ; 	158.286.090 ; 	-   ; 	156.419.533 ; 	1.866.557 ; 	156.409.533 ; 	156.393.945 ; 	156.393.945 ; 	156.393.945 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;2;0;4;;;;;Nación;20;C;ADQUISICION DE BIENES Y SERVICIOS; 	15.281.380.000 ; 	4.500.000.000 ; 	1.032.000.000 ; 	18.749.380.000 ; 	-   ; 	17.444.443.135 ; 	1.304.936.865 ; 	17.364.304.949 ; 	16.640.038.617 ; 	15.002.770.661 ; 	15.002.770.661 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;3;2;1;1;;;;Nación;20;C;CUOTA DE AUDITAJE CONTRANAL; 	186.000.000 ; 	-   ; 	-   ; 	186.000.000 ; 	-   ; 	184.645.240 ; 	1.354.760 ; 	184.645.240 ; 	184.645.240 ; 	184.645.240 ; 	184.645.240 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;3;2;1;20;;;;Nación;21;C;FONDO EMPRESARIAL - LEY 812 DE 2003; 	24.531.800.000 ; 	-   ; 	-   ; 	24.531.800.000 ; 	-   ; 	24.531.800.000 ; 	-   ; 	24.531.800.000 ; 	24.531.800.000 ; 	24.531.800.000 ; 	24.531.800.000 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;3;6;1;1;;;;Nación;20;C;SENTENCIAS Y CONCILIACIONES; 	2.808.000.000 ; 	1.540.000.000 ; 	-   ; 	4.348.000.000 ; 	-   ; 	4.342.907.853 ; 	5.092.147 ; 	4.342.907.853 ; 	4.342.907.853 ; 	4.342.907.853 ; 	4.342.907.853 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;3;6;3;6;;;;Nación;20;C;COSTOS DE ADMINISTRACION FIDUCIARIA Y OTROS GASTOS INHERENTES AL PROCESO DE TOMAS DE POSESION DE LAS EMPRESAS Y ENTIDADES PRESTADORAS DE SERVICIOS PUBLICOS DOMICILIARIOS.; 	171.000.000 ; 	1.000.000.000 ; 	354.086.090 ; 	816.913.910 ; 	-   ; 	512.560.871 ; 	304.353.039 ; 	512.560.871 ; 	490.407.538 ; 	488.657.537 ; 	488.657.537 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;A;3;6;3;20;;;;Nación;20;C;OTRAS TRANSFERENCIAS - PREVIO CONCEPTO DGPPN; 	11.775.281.697 ; 	-   ; 	11.107.000.000 ; 	668.281.697 ; 	668.281.697 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;C;121;1000;1;;;;;Nación;20;C;CONSTRUCCIÓN SEDES DE LA SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS A NIVEL NACIONAL; 	1.118.293.120 ; 	-   ; 	-   ; 	1.118.293.120 ; 	-   ; 	1.115.872.710 ; 	2.420.410 ; 	1.115.872.710 ; 	854.327.883 ; 	854.327.883 ; 	854.327.883 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;C;123;1000;1;;;;;Nación;20;C;ADECUACION  INFRAESTRUCTURA FISICA DE LA SUPERINTENDENCIA DE SERVICIOS PULICOS NACIONAL; 	2.827.000.000 ; 	-   ; 	-   ; 	2.827.000.000 ; 	-   ; 	2.821.894.935 ; 	5.105.065 ; 	2.821.894.935 ; 	687.613.065 ; 	474.258.173 ; 	474.258.173 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;C;520;1000;123;;;;;Nación;20;C;FORTALECIMIENTO DE LOS SISTEMAS DE INFORMACIÓN EN LA SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS; 	9.300.000.000 ; 	-   ; 	1.191.000.000 ; 	8.109.000.000 ; 	-   ; 	7.366.763.660 ; 	742.236.340 ; 	7.366.763.660 ; 	6.193.575.092 ; 	3.690.662.448 ; 	3.690.662.448 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;C;520;1000;124;;;;;Nación;20;C;FORTALECIMIENTO DE LA GESTIÓN INSTITUCIONAL EN LA SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS; 	4.583.000.000 ; 	-   ; 	1.245.000.000 ; 	3.338.000.000 ; 	-   ; 	2.467.569.417 ; 	870.430.583 ; 	2.467.569.417 ; 	2.415.897.797 ; 	2.000.461.117 ; 	2.000.461.117 
32400;SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS;VIGENCIA AC;C;520;1000;128;;;;;Nación;20;C;OPTIMIZACIÓN DE LA ATENCIÓN A LOS REQUERIMIENTOS PRESENTADOS POR LOS USUARIOS DE LA SSPD A NIVEL NACIONAL; 	-   ; 	1.245.000.000 ; 	-   ; 	1.245.000.000 ; 	-   ; 	1.229.718.463 ; 	15.281.537 ; 	1.229.718.463 ; 	1.229.718.463 ; 	1.229.718.463 ; 	1.229.718.463 
32500;FONDO NACIONAL DE REGALIAS;VIGENCIA AC;A;2;0;3;;;;;Nación;10;C;IMPUESTOS Y MULTAS; 	1.000.000 ; 	-   ; 	-   ; 	1.000.000 ; 	-   ; 	46.000 ; 	954.000 ; 	46.000 ; 	46.000 ; 	46.000 ; 	46.000 
32500;FONDO NACIONAL DE REGALIAS;VIGENCIA AC;A;2;0;4;;;;;Nación;10;C;ADQUISICION DE BIENES Y SERVICIOS; 	13.580.000 ; 	-   ; 	-   ; 	13.580.000 ; 	-   ; 	13.145.125 ; 	434.875 ; 	13.145.125 ; 	13.145.125 ; 	13.145.125 ; 	13.145.125 
32500;FONDO NACIONAL DE REGALIAS;VIGENCIA AC;A;3;2;1;1;;;;Nación;11;S;CUOTA DE AUDITAJE CONTRANAL; 	265.000.000 ; 	-   ; 	-   ; 	265.000.000 ; 	-   ; 	180.799.385 ; 	84.200.615 ; 	180.799.385 ; 	180.799.385 ; 	180.799.385 ; 	180.799.385 
32500;FONDO NACIONAL DE REGALIAS;VIGENCIA AC;A;3;6;1;1;;;;Nación;10;C;SENTENCIAS Y CONCILIACIONES; 	253.000.000 ; 	-   ; 	-   ; 	253.000.000 ; 	-   ; 	-   ; 	253.000.000 ; 	-   ; 	-   ; 	-   ; 	-   
32500;FONDO NACIONAL DE REGALIAS;VIGENCIA AC;A;3;6;3;20;;;;Nación;10;C;OTRAS TRANSFERENCIAS - PREVIO CONCEPTO DGPPN; 	341.727.408 ; 	-   ; 	-   ; 	341.727.408 ; 	341.727.408 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
32500;FONDO NACIONAL DE REGALIAS;VIGENCIA AC;C;630;1000;213;;;;;Nación;10;C;DESTINACIÓN DE RECURSOS ACTO LEGISLATIVO 005 DE 2011 A NIVEL NACIONAL; 	59.323.614.345 ; 	-   ; 	1.264.000.000 ; 	58.059.614.345 ; 	-   ; 	57.307.089.103 ; 	752.525.242 ; 	57.307.089.103 ; 	57.307.089.103 ; 	37.270.800.000 ; 	37.270.800.000 
32500;FONDO NACIONAL DE REGALIAS;VIGENCIA AC;C;630;1000;213;;;;;Nación;13;C;DESTINACIÓN DE RECURSOS ACTO LEGISLATIVO 005 DE 2011 A NIVEL NACIONAL; 	66.176.385.655 ; 	-   ; 	30.000.000.000 ; 	36.176.385.655 ; 	-   ; 	31.701.627.073 ; 	4.474.758.582 ; 	31.701.627.073 ; 	31.701.627.073 ; 	-   ; 	-   
40101;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;VIGENCIA AC;A;1;0;1;1;;;;Nación;10;C;SUELDOS DE PERSONAL DE NOMINA; 	33.000.000.000 ; 	9.931.000.000 ; 	-   ; 	42.931.000.000 ; 	-   ; 	42.630.940.855 ; 	300.059.145 ; 	42.630.940.855 ; 	42.630.940.855 ; 	42.630.940.855 ; 	42.630.940.855 
40101;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;VIGENCIA AC;A;1;0;1;4;;;;Nación;10;C;PRIMA TECNICA; 	940.000.000 ; 	160.000.000 ; 	-   ; 	1.100.000.000 ; 	-   ; 	1.059.968.816 ; 	40.031.184 ; 	1.059.968.816 ; 	1.059.968.816 ; 	1.059.968.816 ; 	1.059.968.816 
40101;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;VIGENCIA AC;A;1;0;1;5;;;;Nación;10;C;OTROS; 	13.150.000.000 ; 	100.000.000 ; 	2.435.000.000 ; 	10.815.000.000 ; 	-   ; 	10.631.560.341 ; 	183.439.659 ; 	10.631.560.341 ; 	10.631.560.341 ; 	10.627.447.591 ; 	10.627.447.591 
40101;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;VIGENCIA AC;A;1;0;1;8;;;;Nación;10;C;OTROS GASTOS PERSONALES - DISTRIBUCION PREVIO CONCEPTO DGPPN; 	-   ; 	9.979.000.000 ; 	9.979.000.000 ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   ; 	-   
40101;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;VIGENCIA AC;A;1;0;1;9;;;;Nación;10;C;HORAS EXTRAS, DIAS FESTIVOS E INDEMNIZACION POR VACACIONES; 	446.000.000 ; 	-   ; 	-   ; 	446.000.000 ; 	-   ; 	334.767.126 ; 	111.232.874 ; 	334.767.126 ; 	334.767.126 ; 	321.948.586 ; 	321.948.586 
40101;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;VIGENCIA AC;A;1;0;2;;;;;Nación;10;C;SERVICIOS PERSONALES INDIRECTOS; 	463.660.000 ; 	-   ; 	5.104.449 ; 	458.555.551 ; 	-   ; 	454.040.803 ; 	4.514.748 ; 	454.040.803 ; 	454.040.803 ; 	411.057.694 ; 	411.057.694 
40101;DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL;VIGENCIA AC;A;1;0;2;999;;;;Nación;10;C;PAGO PASIVOS EXIGIBLES VIGENCIAS EXPIRADAS ; 	-   ; 	5.104.449 ; 	-   ; 	5.104.449 ; 	-   ; 	5.104.449 ; 	-   ; 	5.104.449 ; 	5.104.449 ; 	5.104.449 ; 	5.104.449 
